College,Address,Degree Type,State/Country,Accreditation,Latitude,Longitude
Austin Community College,"3401 Webberville Road Austin, Texas 78702 ",Associate,Texas,Accredited,30.2666534,-97.7073541
Austin Community College,"3401 Webberville Road Austin, Texas 78702 ",Baccalaureate,Texas,Accredited,30.2666534,-97.7073541
Baptist Health System School of Health Professions,"8400 Datapoint Drive San Antonio, Texas 78229-3234 ",Associate,Texas,Accredited,29.5169635,-98.5701003
Baptist Health System School of Health Professions,"8400 Datapoint Drive San Antonio, Texas 78229-3234 ",Baccalaureate,Texas,Accredited,29.5169635,-98.5701003
Blinn College,"1366 Bryan Road Bryan, Texas 77807 United States",Associate,Texas,Accredited,30.160314,-96.40784123
Central Texas College,"PO Box 1800 Killeen, Texas 76540-1800 ",Associate,Texas,Accredited,31.1140211,-97.81079497
College of the Mainland,"1200 Amburn Road Texas City, Texas 77591 United States",Associate,Texas,Accredited,29.39543485,-94.99965225
Collin County Community College District,"2200 West University Drive McKinney, Texas 75070 ",Associate,Texas,Accredited,33.217004,-96.641217
Collin County Community College District,"2200 West University Drive McKinney, Texas 75071 ",Baccalaureate,Texas,Accredited,33.217004,-96.641217
Covenant Medical Center,"1919 Frankford Avenue Lubbock, Texas 79407 ",Diploma,Texas,Accredited,33.5641148,-101.9397622
Dallas College,"301 North Market Street, Suite 712 Dallas, Texas 75202-3604 ",Associate,Texas,Accredited,32.91458925,-96.88766096
Del Mar College,"101 Baldwin Boulevard Corpus Christi, Texas 78404-3897 ",Associate,Texas,Accredited,27.76260155,-97.41159639
El Paso Community College,"PO Box 20500 (100 W. Rio Grande, 79902) El Paso, Texas 79998-0500 United States",Associate,Texas,Accredited,31.7641283,-106.493493
Galen College of Nursing - San Antonio,"7411 John Smith Drive, Suite 300 San Antonio, Texas 78229 ",Associate,Texas,Accredited,29.5076482,-98.5856419
Galveston College,"4015 Avenue Q Galveston, Texas 77550-7496 United States",Associate,Texas,Accredited,29.28443095,-94.80792407
Grayson College,"6101 Grayson Drive Denison, Texas 75020-8299 United States",Associate,Texas,Accredited,33.70514535,-96.6322693
Grayson College,"6101 Grayson Drive Denison, Texas 75020 United States",Baccalaureate,Texas,Accredited,33.70514535,-96.6322693
Houston Christian University,"7502 Fondren Road Houston, Texas 77074 United States",Baccalaureate,Texas,Accredited,29.6929512,-95.5173379
Howard College,"1001 Birdwell Lane Big Spring, Texas 79720-3799 United States",Associate,Texas,Accredited,32.2528677,-101.4477463
Kilgore College,"1100 Broadway Kilgore, Texas 75662-3299 ",Associate,Texas,Accredited,32.3784338,-94.8695789
Lamar University,"PO Box 10081 Beaumont, Texas 77710 ",Master's,Texas,Accredited,30.03889465,-94.07589293
Lamar University,"PO Box 10081 Beaumont, Texas 77710 ",Baccalaureate,Texas,Accredited,30.03889465,-94.07589293
Laredo College,"West End Washington Street Laredo, Texas 78040-4395 ",Associate,Texas,Accredited,27.5082224,-99.52172655
Laredo College,"West End Washington Street Laredo, Texas 78040 United States",Baccalaureate,Texas,Accredited,27.5082224,-99.52172655
Lee College,"711 West Texas Avenue Baytown, Texas 77520 ",Associate,Texas,Accredited,29.73464169,-94.97572706
Lone Star College - Cy Fair,"9191 Baker Cypress Road Cypress, Texas 77433-1383 ",Associate,Texas,Accredited,29.9108188,-95.692646
Lone Star College - Kingwood,"20000 Kingwood Drive Kingwood, Texas 77339 ",Associate,Texas,Accredited,30.0540101,-95.2594419
Lone Star College - Montgomery,"3200 College Park Drive Conroe, Texas 77384-4500 United States",Associate,Texas,Accredited,30.21043475,-95.46755194
Lone Star College - North Harris,"17200 Red Oak Drive, Suite 200 - Health Professions Building Houston, Texas 77090 ",Associate,Texas,Accredited,30.0024774,-95.38393761
Lone Star College - The Woodlands,"3200 College Drive Conroe, Texas 77384-4500 ",Baccalaureate,Texas,Accredited,30.21043475,-95.46755194
Lone Star College - Tomball,"700 Graham Drive Tomball, Texas 77375 United States",Associate,Texas,Accredited,30.1112155,-95.64466141
Lubbock Christian University,"5601 West 19th Street Lubbock, Texas 79407 ",Baccalaureate,Texas,Accredited,33.5728996,-101.9354401
Lubbock Christian University,"5601 West 19th Street Lubbock, Texas 79407 United States",Master's,Texas,Accredited,33.5728996,-101.9354401
McLennan Community College,"1400 College Drive Waco, Texas 76708 ",Associate,Texas,Accredited,31.592901,-97.174195
Navarro College,"1900 John Arden Drive Waxahachie, Texas 75165 ",Associate,Texas,Accredited,32.4187694,-96.8557594
North Central Texas College,"1525 West California Street Gainesville, Texas 76240-4699 United States",Associate,Texas,Accredited,33.21405585,-97.12930423
Odessa College,"201 West University Boulevard Odessa, Texas 79764-7127 ",Associate,Texas,Accredited,31.86651325,-102.3787492
Panola College,"820 West Panola Street Carthage, Texas 75633 ",Associate,Texas,Accredited,32.157766,-94.35159492
Paris Junior College,"2400 Clarksville Street Paris, Texas 75460-0246 United States",Associate,Texas,Accredited,33.64935805,-95.52944308
Prairie View A&M University,"6436 Fannin Street Houston, Texas 77030 United States",Baccalaureate,Texas,Accredited,30.09609545,-95.98700068
Prairie View A&M University,"6436 Fannin Street Houston, Texas 77030 United States",Master's/Post-Master's Certificate,Texas,Accredited,30.09609545,-95.98700068
San Antonio College,"1819 North Main Avenue San Antonio, Texas 78212 ",Associate,Texas,Accredited,29.44657075,-98.49677414
San Antonio College,"1819 North Main Avenue San Antonio, Texas 78212 ",Baccalaureate,Texas,Accredited,29.44657075,-98.49677414
San Jacinto College - Central Campus,"8060 Spencer Highway, PO Box 2007 Pasadena, Texas 77505 United States",Associate,Texas,Accredited,29.65708235,-95.11322359
San Jacinto College - Central Campus,"8060 Spencer Highway Pasadena, Texas 77505 ",Baccalaureate,Texas,Accredited,29.66380996,-95.11437696
San Jacinto College - South Campus,"8060 Spencer Highway Pasadena, Texas 77505 ",Associate,Texas,Accredited,29.66380996,-95.11437696
South Plains College,"1401 S. College Avenue Levelland, Texas 79336 ",Associate,Texas,Accredited,33.57663275,-102.3636385
South Texas College,"1101 East Vermont Avenue McAllen, Texas 78503 United States",Associate,Texas,Accredited,30.6046302,-96.3019062
South Texas College,"1101 East Vermont Avenue McAllen, Texas 78501 ",Baccalaureate,Texas,Accredited,26.18088773,-98.21349162
Stephen F. Austin State University,"PO Box 6156 SFA Station, 5707 North Street Nacogdoches, Texas 75962 United States",Baccalaureate,Texas,Accredited,31.62355395,-94.64344494
Stephen F. Austin State University,"5707 North Street Nacogdoches, Texas 75965 United States",Master's,Texas,Accredited,31.62355395,-94.64344494
Tarrant County College,"245 East Belknap Street Fort Worth, Texas 76102 ",Associate,Texas,Accredited,32.75857605,-97.3323539
Temple College,"2600 South First Street Temple, Texas 76504-7435 ",Associate,Texas,Accredited,31.0720495,-97.34881109
Texarkana College,"2500 North Robison Road Texarkana, Texas 75599 ",Associate,Texas,Accredited,33.4462719,-94.076432
Texas A&M International University,"5201 University Boulevard Laredo, Texas 78041-1900 United States",Master's,Texas,Accredited,27.5727681,-99.4351153
Texas A&M International University,"5201 University Boulevard Laredo, Texas 78041-1900 ",Baccalaureate,Texas,Accredited,27.5727681,-99.4351153
Trinity Valley Community College,"1551 SH 34 South Terrell, Texas 75160 United States",Associate,Texas,Accredited,32.19487915,-95.859767
University of Houston - Clear Lake,"1200 Pearland Parkway Pearland, Texas 77581 United States",Baccalaureate,Texas,Accredited,29.5806767,-95.09699967
Victoria College,"2200 East Red River Street Victoria, Texas 77901-4494 United States",Associate,Texas,Accredited,28.8155588,-96.9814539
Wayland Baptist University,"8300 Pat Booker Road Live Oak, Texas 78233 United States",Baccalaureate,Texas,Accredited,33.6083504,-101.907343
Wayland Baptist University,"8300 Pat Booker Road Live Oak, Texas 78233 United States",Master's,Texas,Accredited,33.6083504,-101.907343
Weatherford College,"225 College Park Drive Weatherford, Texas 76086 United States",Associate,Texas,Accredited,32.7396546,-97.7894707
Weatherford College,"225 College Park Drive Weatherford, Texas 76086 United States",Baccalaureate,Texas,Accredited,32.7396546,-97.7894707
Fortis College - Salt Lake City,"3949 South 700 East, Suite 150 Salt Lake City, Utah 84107 ",Associate,Utah,Accredited,40.685831,-111.8731511
"Joyce University of Nursing and
Health Sciences","12257 Business Park Drive Draper, Utah 84020 ",Associate,Utah,Accredited,40.5278872,-111.8953037
Salt Lake Community College,"3491 West Wights Fort Road, 104A JHS West Jordan, Utah 84088 ",Associate,Utah,Accredited,40.6726602,-111.9436997
Snow College,"800 West 200 South Richfield, Utah 84701 ",Associate,Utah,Accredited,38.76539551,-112.0977873
Utah State University,"2695 Old Main Hill Logan, Utah 84322-5035 United States",Associate,Utah,Accredited,41.7526959,-111.808733
Utah State University,"2695 Old Main Hill Logan, Utah 84322-5035 United States",Baccalaureate,Utah,Accredited,41.7526959,-111.808733
Utah Tech University,"225 South University Avenue St. George, Utah 84770 United States",Associate,Utah,Accredited,37.10300985,-113.5653354
Utah Tech University,"225 South University Avenue St. George, Utah 84770 United States",Baccalaureate,Utah,Accredited,37.10300985,-113.5653354
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Baccalaureate,Utah,Accredited,40.27941055,-111.7178868
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Associate,Utah,Accredited,40.27941055,-111.7178868
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Master's,Utah,Accredited,40.27941055,-111.7178868
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Associate,Utah,Accredited,41.1887229,-111.9456028
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Baccalaureate,Utah,Accredited,41.1887229,-111.9456028
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Master's/Post-Master's Certificate,Utah,Accredited,41.1887229,-111.9456028
Weber State University,"3875 Stadium Way #3903 Ogden, Utah 88409-3903 United States",Clinical Doctorate,Utah,Accredited,41.1887229,-111.9456028
Blue Ridge Community College,"One College Lane Weyers Cave, Virginia 24486 ",Associate,Virginia,Accredited,38.27883495,-78.9394052
Brightpoint Community College,"13101 Route 1 Chester, Virginia 23831 ",Associate,Virginia,Accredited,37.347413,-77.410539
Bryant & Stratton College - Hampton,"5030 Kilgore Ave Hampton, Virginia 23666 ",Associate,Virginia,Accredited,37.04472691,-76.39155167
Bryant & Stratton College - Richmond,"8141 Hull Street Road North Chesterfield, Virginia 23235 United States",Associate,Virginia,Accredited,37.4601804,-77.5449072
Bryant & Stratton College - Virginia Beach,"301 Centre Pointe Drive Virginia Beach, Virginia 23462 ",Associate,Virginia,Accredited,36.82785245,-76.13820885
ECPI University - Manassas,"10021 Balls Ford Road Manassas, Virginia 23462 United States",Associate,Virginia,Accredited,38.8064953,-77.4981401
ECPI University - Newport News,"1001 Omni Boulevard, Suite 200 Newport News, Virginia 23606 ",Baccalaureate,Virginia,Accredited,37.0913202,-76.4649242
ECPI University - Newport News,"1001 Omni Boulevard, Suite 200 Newport News, Virginia 23606 United States",Associate,Virginia,Accredited,37.0913202,-76.4649242
ECPI University - Richmond,"2809 Emerywood Parkway Suite 400 Richmond, Virginia 23294 ",Associate,Virginia,Accredited,37.6088172,-77.5291173
ECPI University - Roanoke,"5234 Airport Road Roanoke, Virginia 24012 United States",Associate,Virginia,Accredited,37.3198931,-79.961987
ECPI University - Virginia Beach,"5501 Greenwich Road #100 Virginia Beach, Virginia 23462 United States",Associate,Virginia,Accredited,36.84235715,-76.17775298
Galen College of Nursing - Richmond,"11104 West Broad Street Richmond, Virginia 23060 USA",Associate,Virginia,Accredited,37.581812,-77.4937898
Germanna Community College - Locust Grove Campus,"2130 Germanna Highway, PO Box 1430 Locust Grove, Virginia 22508-2102 ",Associate,Virginia,Accredited,38.3752189,-77.78019
J Sargeant Reynolds Community College,"700 East Jackson Street Richmond, Virginia 23285-5622 United States",Associate,Virginia,Accredited,37.6336527,-77.47638447
Laurel Ridge Community College,"173 Skirmisher Lane Middletown, Virginia 22645 ",Associate,Virginia,Accredited,38.68269035,-77.78174963
Mountain Empire Community College,"3441 Mountain Empire Road Big Stone Gap, Virginia 24219 United States",Associate,Virginia,Accredited,36.85421805,-82.75952119
Mountain Gateway Community College,"1000 Dabney Drive Clifton Forge, Virginia 24422 ",Associate,Virginia,Accredited,37.8115029,-79.861606
Norfolk State University,"700 Park Avenue Norfolk, Virginia 23504 United States",Baccalaureate,Virginia,Accredited,36.8482215,-76.26296421
Northern Virginia Community College,"6699 Springfield Center Drive Springfield, Virginia 22150 ",Associate,Virginia,Accredited,38.7636467,-77.17631273
Patrick & Henry Community College,"645 Patriot Avenue/PO Box 5311 Martinsville, Virginia 24115-5311 United States",Associate,Virginia,Accredited,36.7388003,-79.87015847
Paul D. Camp Community College,"100 North College Drive Franklin, Virginia 23851 United States",Associate,Virginia,Accredited,36.67484495,-76.93873305
Piedmont Virginia Community College,"501 College Drive Charlottesville, Virginia 22902 ",Associate,Virginia,Accredited,38.0053571,-78.48898283
Rappahannock Community College,"12745 College Drive Glenns, Virginia 23149 United States",Associate,Virginia,Accredited,37.5641838,-76.6252969
Riverside College of Health Careers,"316 Main Street Newport News, Virginia 23601-3814 ",Associate,Virginia,Accredited,37.0353487,-76.45611549
Riverside College of Health Careers,"316 Main Street Newport News, Virginia 23601 United States",Baccalaureate,Virginia,Accredited,37.03497985,-76.45620375
Saint Michael College of Allied Health,"8305 Richmond Highway, Suite 10A Alexandria, Virginia 22309 United States",Associate,Virginia,Accredited,38.732314,-77.1031004
Southside College of Health Sciences,"430 Clairmont Court, Suite #200 Colonial Heights, Virginia 23834 United States",Associate,Virginia,Accredited,37.267723,-77.4027977
Southside Virginia Community College,"200 Daniel Road Keysville, Virginia 23947 United States",Associate,Virginia,Accredited,36.83865105,-77.9196414
Southwest Virginia Community College,"724 Community College Road Cedar Bluff, Virginia 24609 ",Associate,Virginia,Accredited,37.00626045,-81.79698165
Tidewater Community College,"120 Campus Drive Portsmouth, Virginia 23701 ",Associate,Virginia,Accredited,36.8064225,-76.3511803
Virginia Highlands Community College,"100 VHCC Drive Abingdon, Virginia 24210 United States",Associate,Virginia,Accredited,36.69904035,-82.00146824
Virginia Peninsula Community College,"525 Butler Farm Road Suite 747 Hampton, Virginia 23666 United States",Associate,Virginia,Accredited,37.3370867,-76.75575488
Virginia Western Community College,"3093 Colonial Avenue SW Roanoke, Virginia 24015 United States",Associate,Virginia,Accredited,37.2456868,-79.97326828
Wytheville Community College,"1000 East Main Street Wytheville, Virginia 24382-3308 United States",Associate,Virginia,Accredited,36.95585575,-81.07147079
Bellingham Technical College,"3028 Lindbergh Avenue Bellingham, Washington 98225-1599 ",Associate,Washington,Accredited,48.7654008,-122.5109695
Big Bend Community College,"7662 Chanute Street NE Moses Lake, Washington 98837 ",Associate,Washington,Accredited,47.1831758,-119.327665
Clark College,"1933 Fort Vancouver Way CCW224 Vancouver, Washington 98663-3598 ",Associate,Washington,Accredited,45.6342302,-122.6527783
Columbia Basin College,"2600 North 20th Avenue Pasco, Washington 99301 United States",Associate,Washington,Accredited,46.2526594,-119.1222546
Everett Community College,"2000 Tower Street Everett, Washington 98201-1390 ",Associate,Washington,Accredited,48.005767,-122.2026286
Grays Harbor College,"1620 Edward P. Smith Drive Aberdeen, Washington 98520 ",Associate,Washington,Accredited,46.95515005,-123.8012171
Highline College,"2400 South 240th Street Des Moines, Washington 98198-9800 United States",Associate,Washington,Accredited,47.38803035,-122.3024718
Lake Washington Institute of Technology,"1605 132nd Avenue NE Kirkland, Washington 98034 United States",Associate,Washington,Accredited,47.7047684,-122.1673284
Lower Columbia College,"1600 Maple Street Longview, Washington 98632 United States",Associate,Washington,Accredited,46.1423913,-122.938378
Olympic College,"1600 Chester Avenue Bremerton, Washington 98337-1699 United States",Associate,Washington,Accredited,47.57488565,-122.6353433
Pierce College Puyallup,"1601 39th Avenue SE Puyallup, Washington 98374 ",Associate,Washington,Accredited,47.1556132,-122.2719868
Seattle College District,"1701 Broadway 2BE3210 Seattle, Washington 98122 United States",Associate,Washington,Accredited,47.60002405,-122.3037631
Shoreline Community College,"16101 Greenwood Avenue North Seattle, Washington 98133-5696 ",Associate,Washington,Accredited,47.7489752,-122.3598849
Skagit Valley College,"2405 East College Way Mount Vernon, Washington 98273-5899 ",Associate,Washington,Accredited,48.43769325,-122.3101454
Spokane Community College,"1810 North Greene Street Spokane, Washington 99217 United States",Associate,Washington,Accredited,47.67487835,-117.3576797
Tacoma Community College,"6501 South 19th Street, Office 19-88 Tacoma, Washington 98466 United States",Associate,Washington,Accredited,47.24747585,-122.5210725
Walla Walla Community College,"500 Tausick Way Walla Walla, Washington 99362-9267 United States",Associate,Washington,Accredited,46.07927065,-118.2778138
Wenatchee Valley College,"1300 Fifth Street Wenatchee, Washington 98801-1799 United States",Associate,Washington,Accredited,47.4317109,-120.3366846
Whatcom Community College,"237 W. Kellogg RoadHPC Building Bellingham, Washington 98226 United States",Associate,Washington,Accredited,48.7961122,-122.4959568
Yakima Valley College,"16th & Nob Hill Yakima, Washington 98907-2520 United States",Associate,Washington,Accredited,46.5851248,-120.5281718
Blue Ridge Community and Technical College,"13650 Apple Harvest Drive Martinsburg, West Virginia 25403 United States",Associate,West Virginia,Accredited,39.4356987,-78.00169537
Bluefield State College,"219 Rock Street Bluefield, West Virginia 24701 United States",Associate,West Virginia,Accredited,37.26666705,-81.23723499
BridgeValley Community & Technical College,"2001 Union Carbide Drive South Charleston, West Virginia 25303 ",Associate,West Virginia,Accredited,38.3538168,-81.69820165
Davis & Elkins College,"100 Campus Drive Elkins, West Virginia 26241-3996 ",Associate,West Virginia,Accredited,38.93325345,-79.84355971
Davis & Elkins College,"100 Campus Drive Elkins, West Virginia 26241 ",Baccalaureate,West Virginia,Accredited,38.93325345,-79.84355971
Eastern West Virginia Community & Technical College,"316 Eastern Drive Moorefield, West Virginia 26836 United States",Associate,West Virginia,Accredited,39.0754201,-78.93252411
Fairmont State University,"1201 Locust Avenue Fairmont, West Virginia 26554-2470 United States",Associate,West Virginia,Accredited,39.48538535,-80.16187825
Marshall University,"One John Marshall Drive Huntington, West Virginia 25755-9500 United States",Baccalaureate,West Virginia,Accredited,38.42362575,-82.42740243
Marshall University,"One John Marshall Drive Huntington, West Virginia 25755-9500 United States",Master's/Post-Master's Certificate,West Virginia,Accredited,38.42362575,-82.42740243
Southern West Virginia Community and Technical College,"100 College Drive Logan, West Virginia 25601 ",Associate,West Virginia,Accredited,37.8515083,-82.02342068
St. Mary's Hospital and Marshall University,"2900 First Avenue Huntington, West Virginia 25702 ",Associate,West Virginia,Accredited,38.4323914,-82.4032299
University of Charleston,"2300 MacCorkle Avenue SE Charleston, West Virginia 25304 United States",Master's,West Virginia,Accredited,38.34359565,-81.61472633
"University of Charleston, The","2300 MacCorkle Avenue SE Charleston, West Virginia 25304-1099 United States",Baccalaureate,West Virginia,Accredited,38.3321013,-81.6167956
"University of Charleston, The","2300 MacCorkle Avenue Southeast Charleston, West Virginia 25304-1099 United States",Associate,West Virginia,Accredited,38.3321013,-81.6167956
West Virginia Junior College - Charleston,"5514 Big Tyler Road, Suite 200 Cross Lanes, West Virginia 25313 United States",Associate,West Virginia,Accredited,38.4232484,-81.78923444
West Virginia Junior College -Morgantown,"148 Willey Street Morgantown, West Virginia 26501 United States",Associate,West Virginia,Accredited,39.6324411,-79.95500732
West Virginia Northern Community College,"1704 Market Street Wheeling, West Virginia 26003-3699 United States",Associate,West Virginia,Accredited,40.06332135,-80.72139714
West Virginia University at Parkersburg,"300 Campus Drive Parkersburg, West Virginia 26104 United States",Associate,West Virginia,Accredited,39.215595,-81.50671838
West Virginia University at Parkersburg,"300 Campus Drive Parkersburg, West Virginia 26104 United States",Baccalaureate,West Virginia,Accredited,39.215595,-81.50671838
Blackhawk Technical College,"6004 South County Road G, PO Box 5009 Janesville, Wisconsin 53547-5009 ",Associate,Wisconsin,Accredited,42.5930784,-89.01648985
Bryant & Stratton College - Milwaukee West,"10950 West Potter Road Wauwatosa, Wisconsin 53226 ",Associate,Wisconsin,Accredited,43.0431938,-88.05051126
Chippewa Valley Technical College,"620 West Clairemont Avenue Eau Claire, Wisconsin 54701 ",Associate,Wisconsin,Accredited,44.79289545,-91.50308126
Fox Valley Technical College,"1825 N Bluemound Drive, Box 2277 Appleton, Wisconsin 54912-2277 ",Associate,Wisconsin,Accredited,43.97057545,-88.54485254
Gateway Technical College,"3520 30th Avenue Kenosha, Wisconsin 53144-1690 United States",Associate,Wisconsin,Accredited,42.6063132,-87.8476903
Lakeshore Technical College,"1290 North Avenue Cleveland, Wisconsin 53015 ",Associate,Wisconsin,Accredited,43.92135268,-87.75526557
Madison Area Technical College,"1705 Hoffman Street Madison, Wisconsin 53704-2599 ",Associate,Wisconsin,Accredited,43.0377191,-89.3955859
Mid-State Technical College,"500 32nd Street North Wisconsin Rapids, Wisconsin 54494 ",Associate,Wisconsin,Accredited,44.39084175,-89.78385147
Milwaukee Area Technical College,"700 West State Street Milwaukee, Wisconsin 53233-1443 ",Associate,Wisconsin,Accredited,43.04437365,-87.92031411
Moraine Park Technical College,"2151 North Main Street West Bend, Wisconsin 53090 ",Associate,Wisconsin,Accredited,43.4494937,-88.19029438
Nicolet Area Technical College,"5364 College Drive Rhinelander, Wisconsin 54548 ",Associate,Wisconsin,Accredited,45.60984995,-89.41708609
Northcentral Technical College,"1000 West Campus Drive Wausau, Wisconsin 54401-1880 United States",Associate,Wisconsin,Accredited,44.76564495,-90.30034176
Northeast Wisconsin Technical College,"2740 West Mason Street, PO Box 19042 Green Bay, Wisconsin 54307-9042 United States",Associate,Wisconsin,Accredited,44.8385794,-87.36267172
Northwood Technical College,"1900 College Drive Rice Lake, Wisconsin 54868 ",Associate,Wisconsin,Accredited,45.4811793,-91.7470255
Rasmussen University - Green Bay,"904 South Taylor Street, Suite 100 Green Bay, Wisconsin 54303 United States",Associate,Wisconsin,Accredited,44.5264066,-88.0832165
Rasmussen University - Wausau,"1101 Westwood Drive Wausau, Wisconsin 54401 United States",Associate,Wisconsin,Accredited,44.9758094,-89.6606141
Southwest Wisconsin Technical College,"1800 Bronson Boulevard Fennimore, Wisconsin 53809 United States",Associate,Wisconsin,Accredited,42.9760035,-90.63637556
Waukesha County Technical College,"800 Main Street Pewaukee, Wisconsin 53072 United States",Associate,Wisconsin,Accredited,43.077388,-88.254855
Western Technical College,"400 Seventh Street North La Crosse, Wisconsin 54601 United States",Associate,Wisconsin,Accredited,43.81557165,-91.24534587
Casper College,"125 College Drive Casper, Wyoming 82601 United States",Associate,Wyoming,Accredited,42.8282385,-106.3283589
Central Wyoming College,"2660 Peck Avenue Riverton, Wyoming 82501-1520 ",Associate,Wyoming,Accredited,43.0302207,-108.4266047
Eastern Wyoming College,"3200 West C Street Torrington, Wyoming 82240 ",Associate,Wyoming,Accredited,42.0779619,-104.190021
Laramie County Community College,"1400 East College Drive Cheyenne, Wyoming 82007-3299 ",Associate,Wyoming,Accredited,41.1059601,-104.7792727
Northern Wyoming Community College District,"300 West Sinclair St. Gillette, Wyoming 82718 United States",Associate,Wyoming,Accredited,44.2617309,-105.5097151
Northwest College,"231 West 6th Street Powell, Wyoming 82435 ",Associate,Wyoming,Accredited,44.7631468,-108.7649295
Western Wyoming Community College,"2500 College Drive Rock Springs, Wyoming 82901 United States",Associate,Wyoming,Accredited,41.59107755,-109.2365316
University of the District of Columbia,"4250 Connecticut Ave. NW, Building 71, Suite 5345 Washington, Washington, DC 20008 United States",Baccalaureate,"Washington, DC",Accredited,38.9449357,-77.06631766
University of the District of Columbia,"5171 South Dakota Avenue Northeast Washington, Washington, DC 20017 United States",Associate,"Washington, DC",Accredited,38.9535257,-76.99751369
University of the Virgin Islands,"RR1 Box 10000 Kingshill, St. Croix, Virgin Islands 00850-9781 United States",Baccalaureate,Virgin Islands,Accredited,17.71687885,-64.79803419
University of Guam,"UOG Station Mangilao, Guam 96923 United States",Baccalaureate,Guam,Accredited,13.4323798,144.8029233
