State,County,LACCESS_SENIORS15,FID,FID
Georgia,Appling,553.8696426,987,987
Georgia,Atkinson,242.4911937,988,988
Georgia,Bacon,191.5307697,989,989
Georgia,Baker,417.0540044,990,990
Georgia,Baldwin,1086.280713,991,991
Georgia,Banks,61.80041915,992,992
Georgia,Barrow,663.8834849,993,993
Georgia,Bartow,3267.261046,994,994
Georgia,Ben Hill,575.543144,995,995
Georgia,Berrien,509.4311974,996,996
Georgia,Bibb,5292.328144,997,997
Georgia,Bleckley,143.3720167,998,998
Georgia,Brantley,129.5062877,999,999
Georgia,Brooks,191.0940764,565,565
Georgia,Bryan,527.8444641,573,573
Georgia,Bulloch,527.7884938,579,579
Georgia,Burke,244.8068906,583,583
Georgia,Butts,91.21364454,588,588
Georgia,Calhoun,134.2937925,592,592
Georgia,Camden,1764.227843,603,603
Georgia,Candler,41.5977663,616,616
Georgia,Carroll,1914.399255,620,620
Georgia,Catoosa,3092.135335,626,626
Georgia,Charlton,311.0541047,635,635
Georgia,Chatham,8514.248181,646,646
Georgia,Chattahoochee,405.7059258,656,656
Georgia,Chattooga,178.7934654,659,659
Georgia,Cherokee,5161.753781,662,662
Georgia,Clarke,2798.64965,666,666
Georgia,Clay,451.3865461,670,670
Georgia,Clayton,7340.119647,673,673
Georgia,Clinch,106.6197711,676,676
Georgia,Cobb,23771.18395,680,680
Georgia,Coffee,772.2886386,684,684
Georgia,Colquitt,1277.362059,689,689
Georgia,Columbia,1978.556305,692,692
Georgia,Cook,285.2569583,697,697
Georgia,Coweta,3349.758979,700,700
Georgia,Crawford,14.72981204,704,704
Georgia,Crisp,275.2542061,707,707
Georgia,Dade,156.5541155,708,708
Georgia,Dawson,9.352680192,713,713
Georgia,Decatur,533.1459685,714,714
Georgia,DeKalb,14840.68633,718,718
Georgia,Dodge,87.90666242,720,720
Georgia,Dooly,48.5934953,724,724
Georgia,Dougherty,4299.147121,728,728
Georgia,Douglas,3842.290203,731,731
Georgia,Early,183.5631522,735,735
Georgia,Echols,25.0963193,737,737
Georgia,Effingham,773.7627197,742,742
Georgia,Elbert,767.2534813,746,746
Georgia,Emanuel,928.5363352,750,750
Georgia,Evans,103.248237,754,754
Georgia,Fannin,59.57002012,755,755
Georgia,Fayette,4406.556695,760,760
Georgia,Floyd,2909.62035,764,764
Georgia,Forsyth,3914.029952,768,768
Georgia,Franklin,34.26070064,772,772
Georgia,Fulton,20892.96034,779,779
Georgia,Gilmer,324.6890339,781,781
Georgia,Glascock,370.8154167,783,783
Georgia,Glynn,3514.140493,793,793
Georgia,Gordon,929.023727,796,796
Georgia,Grady,428.678436,797,797
Georgia,Greene,99.54398194,800,800
Georgia,Gwinnett,17678.33255,804,804
Georgia,Habersham,897.386281,806,806
Georgia,Hall,5288.503468,808,808
Georgia,Hancock,185.3018086,810,810
Georgia,Haralson,181.879096,813,813
Georgia,Harris,24.0842725,814,814
Georgia,Hart,608.9758558,816,816
Georgia,Heard,115.4646381,817,817
Georgia,Henry,6311.969126,820,820
Georgia,Houston,5255.583329,823,823
Georgia,Irwin,98.08517283,825,825
Georgia,Jackson,337.2910182,828,828
Georgia,Jasper,392.5599966,830,830
Georgia,Jeff Davis,247.4843136,832,832
Georgia,Jefferson,77.88539891,834,834
Georgia,Jenkins,65.54237041,835,835
Georgia,Johnson,139.9986253,837,837
Georgia,Jones,283.8817687,839,839
Georgia,Lamar,212.6480994,841,841
Georgia,Lanier,24.22953841,845,845
Georgia,Laurens,738.8087966,847,847
Georgia,Lee,337.0664678,849,849
Georgia,Liberty,1064.577509,855,855
Georgia,Lincoln,105.4772549,857,857
Georgia,Long,121.0331846,860,860
Georgia,Lowndes,2121.477202,863,863
Georgia,Lumpkin,43.76657296,865,865
Georgia,McDuffie,225.4324255,868,868
Georgia,McIntosh,227.2870811,871,871
Georgia,Macon,178.9440918,874,874
Georgia,Madison,121.5064671,875,875
Georgia,Marion,0.407853724,877,877
Georgia,Meriwether,135.898209,879,879
Georgia,Miller,39.02633234,881,881
Georgia,Mitchell,212.187169,883,883
Georgia,Monroe,249.4942565,885,885
Georgia,Montgomery,212.9441653,887,887
Georgia,Morgan,556.5469773,890,890
Georgia,Murray,577.7222366,892,892
Georgia,Muscogee,5635.56762,896,896
Georgia,Newton,2107.017199,899,899
Georgia,Oconee,1054.348578,901,901
Georgia,Oglethorpe,110.5278736,905,905
Georgia,Paulding,2431.854901,908,908
Georgia,Peach,596.8960207,910,910
Georgia,Pickens,220.0811266,912,912
Georgia,Pierce,311.7083147,915,915
Georgia,Pike,0.289337982,7,7
Georgia,Polk,709.189963,8,8
Georgia,Pulaski,236.6727509,11,11
Georgia,Putnam,122.117525,13,13
Georgia,Quitman,189.7115548,16,16
Georgia,Rabun,21.9073826,18,18
Georgia,Randolph,344.6864743,23,23
Georgia,Richmond,7483.011931,24,24
Georgia,Rockdale,3452.389463,28,28
Georgia,Schley,5.459051089,31,31
Georgia,Screven,441.9578204,34,34
Georgia,Seminole,90.60920379,38,38
Georgia,Spalding,1351.197975,41,41
Georgia,Stephens,564.7035005,45,45
Georgia,Stewart,129.9567669,48,48
Georgia,Sumter,1054.332018,52,52
Georgia,Talbot,265.2966245,57,57
Georgia,Taliaferro,244.1306984,60,60
Georgia,Tattnall,162.8325682,63,63
Georgia,Taylor,36.98259961,69,69
Georgia,Telfair,66.76715871,75,75
Georgia,Terrell,72.28449112,78,78
Georgia,Thomas,1826.568516,83,83
Georgia,Tift,536.1748477,87,87
Georgia,Toombs,612.1139383,91,91
Georgia,Towns,0.088448468,95,95
Georgia,Treutlen,34.96264981,102,102
Georgia,Troup,1197.940241,105,105
Georgia,Turner,73.38379176,108,108
Georgia,Twiggs,3.258350372,116,116
Georgia,Union,72.200271,120,120
Georgia,Upson,1133.032255,123,123
Georgia,Walker,2723.549072,126,126
Georgia,Walton,1389.094453,127,127
Georgia,Ware,2538.085067,132,132
Georgia,Warren,21.61583595,135,135
Georgia,Washington,720.7835788,143,143
Georgia,Wayne,1140.108953,147,147
Georgia,Webster,4.276092639,149,149
Georgia,Wheeler,58.44925615,154,154
Georgia,White,,157,157
Georgia,Whitfield,2239.113782,159,159
Georgia,Wilcox,17.25673657,163,163
Georgia,Wilkes,370.741412,167,167
Georgia,Wilkinson,386.1696489,169,169
Georgia,Worth,240.4167069,173,173
Hawaii,Hawaii,10761.44655,198,198
Hawaii,Honolulu,27030.83067,234,234
Hawaii,Kalawao,0,247,247
Hawaii,Kauai,3732.499377,261,261
Hawaii,Maui,5131.208811,323,323
Idaho,Ada,7192.379019,336,336
Idaho,Adams,107.6617271,338,338
Idaho,Bannock,2841.622573,343,343
Idaho,Bear Lake,323.9115053,349,349
Idaho,Benewah,483.6783244,354,354
Idaho,Bingham,1077.095442,362,362
Idaho,Blaine,505.288187,371,371
Idaho,Boise,746.0119233,380,380
Idaho,Bonner,1492.096266,387,387
Idaho,Bonneville,1961.225031,395,395
Idaho,Boundary,252.3044467,405,405
Idaho,Butte,77.4006166,414,414
Idaho,Camas,177.9999988,429,429
Idaho,Canyon,4031.116705,441,441
Idaho,Caribou,329.3571017,449,449
Idaho,Cassia,942.9513669,456,456
Idaho,Clark,129.0000003,464,464
Idaho,Clearwater,348.1192211,474,474
Idaho,Custer,395.8199462,484,484
Idaho,Elmore,541.332716,490,490
Idaho,Franklin,137.4309394,498,498
Idaho,Fremont,355.977257,502,502
Idaho,Gem,1107.207389,510,510
Idaho,Gooding,23.85575655,519,519
Idaho,Idaho,1167.822891,528,528
Idaho,Jefferson,264.0302962,540,540
Idaho,Jerome,568.9042004,547,547
Idaho,Kootenai,5226.718214,552,552
Idaho,Latah,636.8607686,559,559
Idaho,Lemhi,651.3380942,566,566
Idaho,Lewis,362.8804725,574,574
Idaho,Lincoln,558.7338576,578,578
Idaho,Madison,282.5661681,581,581
Idaho,Minidoka,437.0844745,585,585
Idaho,Nez Perce,1331.766178,589,589
Idaho,Oneida,77.54455537,593,593
Idaho,Owyhee,364.3334731,601,601
Idaho,Payette,772.8110559,606,606
Idaho,Power,140.1691127,613,613
Idaho,Shoshone,241.9892661,621,621
Idaho,Teton,61.09519932,627,627
Idaho,Twin Falls,508.6805156,634,634
Idaho,Valley,298.0531669,643,643
Idaho,Washington,538.6037218,649,649
Illinois,Adams,1839.844389,650,650
Illinois,Alexander,263.2702367,651,651
Illinois,Bond,245.5374476,652,652
Illinois,Boone,1144.221377,653,653
Illinois,Brown,86.18021356,654,654
Illinois,Bureau,2470.689307,2,2
Illinois,Calhoun,125.4484941,4,4
Illinois,Carroll,587.1302008,6,6
Illinois,Cass,259.5227843,10,10
Illinois,Champaign,3222.675908,12,12
Illinois,Christian,563.2177123,14,14
Illinois,Clark,279.493937,19,19
Illinois,Clay,324.8408368,22,22
Illinois,Clinton,600.8183983,27,27
Illinois,Coles,1500.07745,30,30
Illinois,Cook,51870.32432,36,36
Illinois,Crawford,248.6563828,40,40
Illinois,Cumberland,,44,44
Illinois,DeKalb,2197.058668,49,49
Illinois,De Witt,85.70659745,53,53
Illinois,Douglas,384.3222359,55,55
Illinois,DuPage,23535.01993,64,64
Illinois,Edgar,1384.054011,66,66
Illinois,Edwards,200.7737812,71,71
Illinois,Effingham,962.3157145,76,76
Illinois,Fayette,1273.719658,79,79
Illinois,Ford,462.9053174,81,81
Illinois,Franklin,816.8978787,85,85
Illinois,Fulton,1073.658984,89,89
Illinois,Gallatin,868.1049816,92,92
Illinois,Greene,280.6851866,96,96
Illinois,Grundy,991.2809409,99,99
Illinois,Hamilton,198.2363998,106,106
Illinois,Hancock,1400.61006,111,111
Illinois,Hardin,152.1505244,113,113
Illinois,Henderson,12.89923173,117,117
Illinois,Henry,1559.89357,121,121
Illinois,Iroquois,1177.109368,125,125
Illinois,Jackson,1806.511569,129,129
Illinois,Jasper,265.8689217,133,133
Illinois,Jefferson,1344.26833,137,137
Illinois,Jersey,698.9025171,142,142
Illinois,Jo Daviess,903.9441541,145,145
Illinois,Johnson,257.9094242,152,152
Illinois,Kane,9022.811687,156,156
Illinois,Kankakee,1874.752521,161,161
Illinois,Kendall,1707.735533,165,165
Illinois,Knox,1493.6957,166,166
Illinois,Lake,25715.48771,170,170
Illinois,LaSalle,3636.483486,175,175
Illinois,Lawrence,405.4378573,177,177
Illinois,Lee,560.1628848,180,180
Illinois,Livingston,598.3169344,182,182
Illinois,Logan,1483.927938,186,186
Illinois,McDonough,602.5812531,189,189
Illinois,McHenry,10461.33248,192,192
Illinois,McLean,3687.453215,193,193
Illinois,Macon,5419.447276,194,194
Illinois,Macoupin,1255.186341,196,196
Illinois,Madison,13595.01175,199,199
Illinois,Marion,1828.052655,201,201
Illinois,Marshall,430.4211616,202,202
Illinois,Mason,726.6833024,206,206
Illinois,Massac,377.5052241,208,208
Illinois,Menard,86.25252272,212,212
Illinois,Mercer,708.4657014,216,216
Illinois,Monroe,1272.436018,219,219
Illinois,Montgomery,1526.045224,223,223
Illinois,Morgan,2041.0081,225,225
Illinois,Moultrie,95.778751,227,227
Illinois,Ogle,1107.583322,229,229
Illinois,Peoria,7189.219456,233,233
Illinois,Perry,765.463847,235,235
Illinois,Piatt,76.94606614,238,238
Illinois,Pike,559.7902174,241,241
Illinois,Pope,259.6358597,245,245
Illinois,Pulaski,267.6560467,248,248
Illinois,Putnam,183.5909696,253,253
Illinois,Randolph,698.27646,255,255
Illinois,Richland,206.0085777,259,259
Illinois,Rock Island,3572.216925,265,265
Illinois,St. Clair,10549.88088,269,269
Illinois,Saline,1755.741203,271,271
Illinois,Sangamon,6664.623035,274,274
Illinois,Schuyler,204.5597719,278,278
Illinois,Scott,38.64049164,280,280
Illinois,Shelby,1145.093033,283,283
Illinois,Stark,310.1715404,285,285
Illinois,Stephenson,1206.830262,290,290
Illinois,Tazewell,9346.343543,291,291
Illinois,Union,474.6458179,293,293
Illinois,Vermilion,2075.670501,296,296
Illinois,Wabash,197.521527,299,299
Illinois,Warren,188.2049561,301,301
Illinois,Washington,285.6293237,305,305
Illinois,Wayne,604.5460546,310,310
Illinois,White,968.2556276,312,312
Illinois,Whiteside,2581.977149,314,314
Illinois,Will,18633.87275,320,320
Illinois,Williamson,1400.463534,324,324
Illinois,Winnebago,9754.134875,325,325
Illinois,Woodford,667.9059592,328,328
Indiana,Adams,717.3755194,330,330
Indiana,Allen,13327.3951,335,335
Indiana,Bartholomew,2679.716304,342,342
Indiana,Benton,26.08573602,179,179
Indiana,Blackford,39.29017704,183,183
