State,County,LACCESS_BLACK15,FID
Georgia,Chattooga,134.4501311,659
Georgia,Cherokee,4024.906131,662
Georgia,Clarke,12725.22684,666
Georgia,Clay,1595.839184,670
Georgia,Clayton,67110.57713,673
Georgia,Clinch,105.2002634,676
Georgia,Cobb,64204.20049,680
Georgia,Coffee,1484.62719,684
Georgia,Colquitt,1170.584653,689
Georgia,Columbia,3163.097738,692
Georgia,Cook,739.6174397,697
Georgia,Coweta,5239.646738,700
Georgia,Crawford,68.14521651,704
Georgia,Crisp,1100.374462,707
Georgia,Dade,7.040995786,708
Georgia,Dawson,0.999999987,713
Georgia,Decatur,1236.272419,714
Georgia,DeKalb,125888.22,718
Georgia,Dodge,174.6926418,720
Georgia,Dooly,22.4931895,724
Georgia,Dougherty,27214.4474,728
Georgia,Douglas,16853.54632,731
Georgia,Early,554.9666609,735
Georgia,Echols,5.725200067,737
Georgia,Effingham,1812.742531,742
Georgia,Elbert,1966.256637,746
Georgia,Emanuel,1660.894113,750
Georgia,Evans,306.3960357,754
Georgia,Fannin,0.037016856,755
Georgia,Fayette,8532.405903,760
Georgia,Floyd,2800.213974,764
Georgia,Forsyth,989.9606154,768
Georgia,Franklin,30.69682205,772
Georgia,Fulton,112889.3378,779
Georgia,Gilmer,17.48274314,781
Georgia,Glascock,190.7881312,783
Georgia,Glynn,5004.118823,793
Georgia,Gordon,607.6655759,796
Georgia,Grady,1096.98002,797
Georgia,Greene,244.2963592,800
Georgia,Gwinnett,53571.99039,804
Georgia,Habersham,517.4981728,806
Georgia,Hall,3394.745387,808
Georgia,Hancock,1615.485999,810
Georgia,Haralson,56.77512628,813
Georgia,Harris,128.0108466,814
Georgia,Hart,1043.527029,816
Georgia,Heard,10.8328917,817
Georgia,Henry,25390.94478,820
Georgia,Houston,12628.31003,823
Georgia,Irwin,113.071454,825
Georgia,Jackson,276.8867269,828
Georgia,Jasper,531.8437747,830
Georgia,Jeff Davis,395.9564397,832
Georgia,Jefferson,483.0195732,834
Georgia,Jenkins,62.33722355,835
Georgia,Johnson,37.47921989,837
Georgia,Jones,1022.019558,839
Georgia,Lamar,401.2928581,841
Georgia,Lanier,50.31533329,845
Georgia,Laurens,2395.175445,847
Georgia,Lee,615.49248,849
Georgia,Liberty,11090.97543,855
Georgia,Lincoln,67.65548557,857
Georgia,Long,399.7814411,860
Georgia,Lowndes,11195.0955,863
Georgia,Lumpkin,3.870321147,865
Georgia,McDuffie,1180.184575,868
Georgia,McIntosh,242.5507852,871
Georgia,Macon,1853.565295,874
Georgia,Madison,134.5319284,875
Georgia,Marion,0,877
Georgia,Meriwether,372.1633811,879
Georgia,Miller,64.61473605,881
Georgia,Mitchell,1766.899787,883
Georgia,Monroe,1328.101551,885
Georgia,Montgomery,322.2194806,887
Georgia,Morgan,1416.457476,890
Georgia,Murray,33.56313349,892
Georgia,Muscogee,27229.0418,896
Georgia,Newton,12791.10287,899
Georgia,Oconee,659.9872613,901
Georgia,Oglethorpe,156.5794316,905
Georgia,Paulding,7019.245171,908
Georgia,Peach,2603.019368,910
Georgia,Pickens,16.12708537,912
Georgia,Pierce,90.85812387,915
Georgia,Pike,0,7
Georgia,Polk,724.2516685,8
Georgia,Pulaski,359.2640217,11
Georgia,Putnam,300.7157497,13
Georgia,Quitman,543.0203525,16
Georgia,Rabun,0,18
Georgia,Randolph,1105.662843,23
Georgia,Richmond,44504.47679,24
Georgia,Rockdale,15649.50252,28
Georgia,Schley,4.981768748,31
Georgia,Screven,1334.64494,34
Georgia,Seminole,97.1311999,38
Georgia,Spalding,3799.016657,41
Georgia,Stephens,946.3275157,45
Georgia,Stewart,280.379436,48
Georgia,Sumter,4025.572606,52
Georgia,Talbot,1139.197678,57
Georgia,Taliaferro,700.3858817,60
Georgia,Tattnall,214.0767011,63
Georgia,Taylor,201.366617,69
Georgia,Telfair,118.2801004,75
Georgia,Terrell,527.1135363,78
Georgia,Thomas,4796.203734,83
Georgia,Tift,2003.740665,87
Georgia,Toombs,1070.212642,91
Georgia,Towns,0,95
Georgia,Treutlen,190.4676845,102
Georgia,Troup,4192.730723,105
Georgia,Turner,226.310368,108
Georgia,Twiggs,4.630407147,116
Georgia,Union,0,120
Georgia,Upson,2638.155009,123
Georgia,Walker,662.5219625,126
Georgia,Walton,2259.542328,127
Georgia,Ware,3254.762048,132
Georgia,Warren,82.927352,135
Georgia,Washington,2537.819242,143
Georgia,Wayne,1059.279665,147
Georgia,Webster,10.68351366,149
Georgia,Wheeler,39.11286141,154
Georgia,White,,157
Georgia,Whitfield,823.5346281,159
Georgia,Wilcox,15.84807019,163
Georgia,Wilkes,871.0127905,167
Georgia,Wilkinson,817.0643164,169
Georgia,Worth,658.2772891,173
Hawaii,Hawaii,351.0979765,198
Hawaii,Honolulu,6931.602408,234
Hawaii,Kalawao,0,247
Hawaii,Kauai,109.4673899,261
Hawaii,Maui,259.6036964,323
Idaho,Ada,539.9691727,336
Idaho,Adams,0.99999994,338
Idaho,Bannock,138.5830214,343
Idaho,Bear Lake,3.000000055,349
Idaho,Benewah,3.610203743,354
Idaho,Bingham,20.59466248,362
Idaho,Blaine,11.30196836,371
Idaho,Boise,6.708832072,380
Idaho,Bonner,8.735298947,387
Idaho,Bonneville,136.7548449,395
Idaho,Boundary,4.526949249,405
Idaho,Butte,1.000000029,414
Idaho,Camas,3.000000094,429
Idaho,Canyon,181.1395267,441
Idaho,Caribou,1.061295513,449
Idaho,Cassia,5.73755053,456
Idaho,Clark,7.000000037,464
Idaho,Clearwater,3.947110832,474
Idaho,Custer,3.000000054,484
Idaho,Elmore,287.0695426,490
Idaho,Franklin,0,498
Idaho,Fremont,6.83837388,502
Idaho,Gem,6.807036136,510
Idaho,Gooding,0.467180809,519
Idaho,Idaho,19.22756174,528
Idaho,Jefferson,15.02066417,540
Idaho,Jerome,8.796451158,547
Idaho,Kootenai,87.87279395,552
Idaho,Latah,21.40221735,559
Idaho,Lemhi,9.050948541,566
Idaho,Lewis,5.000000064,574
Idaho,Lincoln,18.99999931,578
Idaho,Madison,33.95856621,581
Idaho,Minidoka,9.759048895,585
Idaho,Nez Perce,17.55530089,589
Idaho,Oneida,0,593
Idaho,Owyhee,0.999999987,601
Idaho,Payette,14.06174964,606
Idaho,Power,0,613
Idaho,Shoshone,2.965797712,621
Idaho,Teton,1.842315601,627
Idaho,Twin Falls,17.06289666,634
Idaho,Valley,2.888369298,643
Idaho,Washington,0,649
Illinois,Adams,88.90489722,650
Illinois,Alexander,435.1296124,651
Illinois,Bond,26.81204695,652
Illinois,Boone,177.4051439,653
Illinois,Brown,903.6049805,654
Illinois,Bureau,43.5500923,2
Illinois,Calhoun,0,4
Illinois,Carroll,34.99999903,6
Illinois,Cass,8.953982363,10
Illinois,Champaign,2260.661476,12
Illinois,Christian,262.2471147,14
Illinois,Clark,6.000000013,19
Illinois,Clay,0.999999996,22
Illinois,Clinton,936.8238738,27
Illinois,Coles,162.1256952,30
Illinois,Cook,63893.05334,36
Illinois,Crawford,774.0674128,40
Illinois,Cumberland,,44
Illinois,DeKalb,2750.742283,49
Illinois,De Witt,1.745671511,53
Illinois,Douglas,3.515376524,55
Illinois,DuPage,10526.1113,64
Illinois,Edgar,23.85991314,66
Illinois,Edwards,6.950484279,71
Illinois,Effingham,14.57198554,76
Illinois,Fayette,26.46171535,79
Illinois,Ford,10.95802861,81
Illinois,Franklin,11.48955592,85
Illinois,Fulton,14.62327254,89
Illinois,Gallatin,10.00000001,92
Illinois,Greene,8.137181402,96
Illinois,Grundy,76.71528715,99
Illinois,Hamilton,13,106
Illinois,Hancock,20.05630699,111
Illinois,Hardin,1.293462051,113
Illinois,Henderson,0.004598783,117
Illinois,Henry,225.715236,121
Illinois,Iroquois,40.16731441,125
Illinois,Jackson,1329.31649,129
Illinois,Jasper,0.962730646,133
Illinois,Jefferson,582.9200138,137
Illinois,Jersey,20.14875277,142
Illinois,Jo Daviess,18.52912964,145
Illinois,Johnson,820.2605171,152
Illinois,Kane,4829.505025,156
Illinois,Kankakee,3028.850242,161
Illinois,Kendall,728.5791342,165
Illinois,Knox,1185.054684,166
Illinois,Lake,11228.65073,170
Illinois,LaSalle,287.3007696,175
Illinois,Lawrence,8.797923719,177
Illinois,Lee,184.7565456,180
Illinois,Livingston,17.32437805,182
Illinois,Logan,1602.237402,186
Illinois,McDonough,218.5469978,189
Illinois,McHenry,1452.905321,192
Illinois,McLean,3950.86323,193
Illinois,Macon,2695.806014,194
Illinois,Macoupin,17.73258514,196
Illinois,Madison,9848.731833,199
Illinois,Marion,280.5049067,201
Illinois,Marshall,10.00000001,202
Illinois,Mason,9.783382968,206
Illinois,Massac,98.83562889,208
Illinois,Menard,1.643202992,212
Illinois,Mercer,16.45666431,216
Illinois,Monroe,32.43797235,219
Illinois,Montgomery,59.14554328,223
Illinois,Morgan,552.2062952,225
Illinois,Moultrie,3.643932322,227
Illinois,Ogle,145.9729972,229
Illinois,Peoria,6056.240831,233
Illinois,Perry,274.2696728,235
Illinois,Piatt,0.39419259,238
Illinois,Pike,6.361953573,241
Illinois,Pope,20.05038751,245
Illinois,Pulaski,327.136362,248
Illinois,Putnam,0,253
Illinois,Randolph,267.0753556,255
Illinois,Richland,4.44626677,259
Illinois,Rock Island,2984.277638,265
Illinois,St. Clair,26008.77918,269
Illinois,Saline,563.3181129,271
Illinois,Sangamon,1772.48169,274
Illinois,Schuyler,3.024759889,278
Illinois,Scott,0,280
Illinois,Shelby,5.693078999,283
Illinois,Stark,8.887350101,285
Illinois,Stephenson,278.3243195,290
Illinois,Tazewell,657.7951191,291
Illinois,Union,27.35755673,293
Illinois,Vermilion,508.9011531,296
Illinois,Wabash,10.53907363,299
Illinois,Warren,43.96338423,301
Illinois,Washington,12.31147948,305
Illinois,Wayne,7.27915462,310
Illinois,White,29.79280154,312
Illinois,Whiteside,120.764409,314
Illinois,Will,27276.78011,320
Illinois,Williamson,266.9106996,324
Illinois,Winnebago,4561.374048,325
Illinois,Woodford,25.6277696,328
Indiana,Adams,17.27826173,330
Indiana,Allen,10554.60795,335
Indiana,Bartholomew,407.0150775,342
Indiana,Benton,6.00000006,179
Indiana,Blackford,0,183
Indiana,Boone,39.26467375,185
Indiana,Brown,0.603781601,188
Indiana,Carroll,0.352570536,195
Indiana,Cass,11.73915017,211
Indiana,Clark,1613.169482,215
Indiana,Clay,6.480313181,221
Indiana,Clinton,1.205456436,226
Indiana,Crawford,8.764774222,232
Indiana,Daviess,50.21395171,239
Indiana,Dearborn,166.6426354,242
Indiana,Decatur,7.796285567,246
Indiana,DeKalb,39.43125881,249
Indiana,Delaware,2508.236301,252
Indiana,Dubois,5.161026484,254
Indiana,Elkhart,1147.79365,260
Indiana,Fayette,118.8984932,263
Indiana,Floyd,701.3094317,267
Indiana,Fountain,2.801188566,270
Indiana,Franklin,1.327728198,272
Indiana,Fulton,15.64990876,276
Indiana,Gibson,15.5097549,286
Indiana,Grant,571.1809535,297
Indiana,Greene,6.392521582,309
Indiana,Hamilton,2364.031805,321
Indiana,Hancock,196.6419631,329
Indiana,Harrison,9.854026171,334
Indiana,Hendricks,864.9132778,341
Indiana,Henry,12.83806855,344
Indiana,Howard,1176.011357,348
Indiana,Huntington,31.007246,352
Indiana,Jackson,35.74084076,355
Indiana,Jasper,5.001338072,356
Indiana,Jay,13.36319681,358
Indiana,Jefferson,71.54679372,363
Indiana,Jennings,71.1969592,367
Indiana,Johnson,258.8212639,370
Indiana,Knox,52.05268964,376
Indiana,Kosciusko,149.8804972,384
Indiana,LaGrange,0,386
Indiana,Lake,41550.51919,389
Indiana,LaPorte,6668.124997,392
Indiana,Lawrence,14.85164989,396
Indiana,Madison,3637.241616,401
Indiana,Marion,61467.25274,409
Indiana,Marshall,34.34394396,412
Indiana,Martin,0,418
Indiana,Miami,147.2086731,420
Indiana,Monroe,464.4332504,422
Indiana,Montgomery,67.23826895,425
Indiana,Morgan,20.25209641,430
Indiana,Newton,13.81240301,433
Indiana,Noble,12.39932033,436
Indiana,Ohio,,440
Indiana,Orange,101.8807495,444
Indiana,Owen,1,448
Indiana,Parke,2.000000037,452
Indiana,Perry,442.0272472,459
Indiana,Pike,2.350053217,465
Indiana,Porter,1357.636793,468
Indiana,Posey,16.55802522,471
Indiana,Pulaski,0.971002406,477
Indiana,Putnam,15.46799852,480
Indiana,Randolph,26.91045468,485
Indiana,Ripley,2.226381935,488
Indiana,Rush,4.58521132,493
Indiana,St. Joseph,7001.584061,496
Indiana,Scott,3.781313774,504
Indiana,Shelby,74.64644981,506
Indiana,Spencer,0,509
Indiana,Starke,4.707701469,512
Indiana,Steuben,79.19008729,515
Indiana,Sullivan,5.084420159,518
Indiana,Switzerland,0.999999992,526
Indiana,Tippecanoe,990.9702822,530
Indiana,Tipton,0.484039854,534
Indiana,Union,,538
Indiana,Vanderburgh,989.3006947,543
Indiana,Vermillion,3.573204257,548
Indiana,Vigo,3236.570162,553
Indiana,Wabash,49.82805626,555
Indiana,Warren,0,567
Indiana,Warrick,351.5874945,575
Indiana,Washington,10.77183856,584
Indiana,Wayne,629.8752442,586
Indiana,Wells,14.28436697,590
