State,County,PCT_WIC12,FID
Colorado,Mesa,2.000812713,751
Colorado,Mineral,2.000812713,757
Colorado,Moffat,2.000812713,758
Colorado,Montezuma,2.000812713,766
Colorado,Montrose,2.000812713,769
Colorado,Morgan,2.000812713,775
Colorado,Otero,2.000812713,777
Colorado,Ouray,2.000812713,780
Colorado,Park,2.000812713,782
Colorado,Phillips,2.000812713,785
Colorado,Pitkin,2.000812713,789
Colorado,Prowers,2.000812713,792
Colorado,Pueblo,2.000812713,795
Colorado,Rio Blanco,2.000812713,799
Colorado,Rio Grande,2.000812713,802
Colorado,Routt,2.000812713,809
Colorado,Saguache,2.000812713,811
Colorado,San Juan,2.000812713,347
Colorado,San Miguel,2.000812713,359
Colorado,Sedgwick,2.000812713,366
Colorado,Summit,2.000812713,373
Colorado,Teller,2.000812713,375
Colorado,Washington,2.000812713,377
Colorado,Weld,2.000812713,382
Colorado,Yuma,2.000812713,385
Connecticut,Fairfield,1.572768843,410
Connecticut,Hartford,1.572768843,432
Connecticut,Litchfield,1.572768843,443
Connecticut,Middlesex,1.572768843,450
Connecticut,New Haven,1.572768843,466
Connecticut,New London,1.572768843,517
Connecticut,Tolland,1.572768843,524
Connecticut,Windham,1.572768843,529
Delaware,Kent,2.422776965,532
Delaware,New Castle,2.422776965,536
Delaware,Sussex,2.422776965,609
District of Columbia,District of Columbia,2.591798688,630
Florida,Alachua,2.561379751,639
Florida,Baker,2.561379751,641
Florida,Bay,2.561379751,658
Florida,Bradford,2.561379751,665
Florida,Brevard,2.561379751,686
Florida,Broward,2.561379751,695
Florida,Calhoun,2.561379751,699
Florida,Charlotte,2.561379751,743
Florida,Citrus,2.561379751,843
Florida,Clay,2.561379751,852
Florida,Collier,2.561379751,894
Florida,Columbia,2.561379751,903
Florida,DeSoto,2.561379751,906
Florida,Dixie,2.561379751,918
Florida,Duval,2.561379751,924
Florida,Escambia,2.561379751,931
Florida,Flagler,2.561379751,935
Florida,Franklin,2.561379751,937
Florida,Gadsden,2.561379751,938
Florida,Gilchrist,2.561379751,939
Florida,Glades,2.561379751,940
Florida,Gulf,2.561379751,941
Florida,Hamilton,2.561379751,942
Florida,Hardee,2.561379751,943
Florida,Hendry,2.561379751,944
Florida,Hernando,2.561379751,945
Florida,Highlands,2.561379751,946
Florida,Hillsborough,2.561379751,947
Florida,Holmes,2.561379751,948
Florida,Indian River,2.561379751,949
Florida,Jackson,2.561379751,950
Florida,Jefferson,2.561379751,951
Florida,Lafayette,2.561379751,952
Florida,Lake,2.561379751,953
Florida,Lee,2.561379751,954
Florida,Leon,2.561379751,955
Florida,Levy,2.561379751,956
Florida,Liberty,2.561379751,957
Florida,Madison,2.561379751,958
Florida,Manatee,2.561379751,959
Florida,Marion,2.561379751,960
Florida,Martin,2.561379751,961
Florida,Miami-Dade,2.561379751,962
Florida,Monroe,2.561379751,963
Florida,Nassau,2.561379751,964
Florida,Okaloosa,2.561379751,965
Florida,Okeechobee,2.561379751,966
Florida,Orange,2.561379751,967
Florida,Osceola,2.561379751,968
Florida,Palm Beach,2.561379751,969
Florida,Pasco,2.561379751,970
Florida,Pinellas,2.561379751,971
Florida,Polk,2.561379751,972
Florida,Putnam,2.561379751,973
Florida,St. Johns,2.561379751,974
Florida,St. Lucie,2.561379751,975
Florida,Santa Rosa,2.561379751,976
Florida,Sarasota,2.561379751,977
Florida,Seminole,2.561379751,978
Florida,Sumter,2.561379751,979
Florida,Suwannee,2.561379751,980
Florida,Taylor,2.561379751,981
Florida,Union,2.561379751,982
Florida,Volusia,2.561379751,983
Florida,Wakulla,2.561379751,984
Florida,Walton,2.561379751,985
Florida,Washington,2.561379751,986
Georgia,Appling,3.065981474,987
Georgia,Atkinson,3.065981474,988
Georgia,Bacon,3.065981474,989
Georgia,Baker,3.065981474,990
Georgia,Baldwin,3.065981474,991
Georgia,Banks,3.065981474,992
Georgia,Barrow,3.065981474,993
Georgia,Bartow,3.065981474,994
Georgia,Ben Hill,3.065981474,995
Georgia,Berrien,3.065981474,996
Georgia,Bibb,3.065981474,997
Georgia,Bleckley,3.065981474,998
Georgia,Brantley,3.065981474,999
Georgia,Brooks,3.065981474,565
Georgia,Bryan,3.065981474,573
Georgia,Bulloch,3.065981474,579
Georgia,Burke,3.065981474,583
Georgia,Butts,3.065981474,588
Georgia,Calhoun,3.065981474,592
Georgia,Camden,3.065981474,603
Georgia,Candler,3.065981474,616
Georgia,Carroll,3.065981474,620
Georgia,Catoosa,3.065981474,626
Georgia,Charlton,3.065981474,635
Georgia,Chatham,3.065981474,646
Georgia,Chattahoochee,3.065981474,656
Georgia,Chattooga,3.065981474,659
Georgia,Cherokee,3.065981474,662
Georgia,Clarke,3.065981474,666
Georgia,Clay,3.065981474,670
Georgia,Clayton,3.065981474,673
Georgia,Clinch,3.065981474,676
Georgia,Cobb,3.065981474,680
Georgia,Coffee,3.065981474,684
Georgia,Colquitt,3.065981474,689
Georgia,Columbia,3.065981474,692
Georgia,Cook,3.065981474,697
Georgia,Coweta,3.065981474,700
Georgia,Crawford,3.065981474,704
Georgia,Crisp,3.065981474,707
Georgia,Dade,3.065981474,708
Georgia,Dawson,3.065981474,713
Georgia,Decatur,3.065981474,714
Georgia,DeKalb,3.065981474,718
Georgia,Dodge,3.065981474,720
Georgia,Dooly,3.065981474,724
Georgia,Dougherty,3.065981474,728
Georgia,Douglas,3.065981474,731
Georgia,Early,3.065981474,735
Georgia,Echols,3.065981474,737
Georgia,Effingham,3.065981474,742
Georgia,Elbert,3.065981474,746
Georgia,Emanuel,3.065981474,750
Georgia,Evans,3.065981474,754
Georgia,Fannin,3.065981474,755
Georgia,Fayette,3.065981474,760
Georgia,Floyd,3.065981474,764
Georgia,Forsyth,3.065981474,768
Georgia,Franklin,3.065981474,772
Georgia,Fulton,3.065981474,779
Georgia,Gilmer,3.065981474,781
Georgia,Glascock,3.065981474,783
Georgia,Glynn,3.065981474,793
Georgia,Gordon,3.065981474,796
Georgia,Grady,3.065981474,797
Georgia,Greene,3.065981474,800
Georgia,Gwinnett,3.065981474,804
Georgia,Habersham,3.065981474,806
Georgia,Hall,3.065981474,808
Georgia,Hancock,3.065981474,810
Georgia,Haralson,3.065981474,813
Georgia,Harris,3.065981474,814
Georgia,Hart,3.065981474,816
Georgia,Heard,3.065981474,817
Georgia,Henry,3.065981474,820
Georgia,Houston,3.065981474,823
Georgia,Irwin,3.065981474,825
Georgia,Jackson,3.065981474,828
Georgia,Jasper,3.065981474,830
Georgia,Jeff Davis,3.065981474,832
Georgia,Jefferson,3.065981474,834
Georgia,Jenkins,3.065981474,835
Georgia,Johnson,3.065981474,837
Georgia,Jones,3.065981474,839
Georgia,Lamar,3.065981474,841
Georgia,Lanier,3.065981474,845
Georgia,Laurens,3.065981474,847
Georgia,Lee,3.065981474,849
Georgia,Liberty,3.065981474,855
Georgia,Lincoln,3.065981474,857
Georgia,Long,3.065981474,860
Georgia,Lowndes,3.065981474,863
Georgia,Lumpkin,3.065981474,865
Georgia,McDuffie,3.065981474,868
Georgia,McIntosh,3.065981474,871
Georgia,Macon,3.065981474,874
Georgia,Madison,3.065981474,875
Georgia,Marion,3.065981474,877
Georgia,Meriwether,3.065981474,879
Georgia,Miller,3.065981474,881
Georgia,Mitchell,3.065981474,883
Georgia,Monroe,3.065981474,885
Georgia,Montgomery,3.065981474,887
Georgia,Morgan,3.065981474,890
Georgia,Murray,3.065981474,892
Georgia,Muscogee,3.065981474,896
Georgia,Newton,3.065981474,899
Georgia,Oconee,3.065981474,901
Georgia,Oglethorpe,3.065981474,905
Georgia,Paulding,3.065981474,908
Georgia,Peach,3.065981474,910
Georgia,Pickens,3.065981474,912
Georgia,Pierce,3.065981474,915
Georgia,Pike,3.065981474,7
Georgia,Polk,3.065981474,8
Georgia,Pulaski,3.065981474,11
Georgia,Putnam,3.065981474,13
Georgia,Quitman,3.065981474,16
Georgia,Rabun,3.065981474,18
Georgia,Randolph,3.065981474,23
Georgia,Richmond,3.065981474,24
Georgia,Rockdale,3.065981474,28
Georgia,Schley,3.065981474,31
Georgia,Screven,3.065981474,34
Georgia,Seminole,3.065981474,38
Georgia,Spalding,3.065981474,41
Georgia,Stephens,3.065981474,45
Georgia,Stewart,3.065981474,48
Georgia,Sumter,3.065981474,52
Georgia,Talbot,3.065981474,57
Georgia,Taliaferro,3.065981474,60
Georgia,Tattnall,3.065981474,63
Georgia,Taylor,3.065981474,69
Georgia,Telfair,3.065981474,75
Georgia,Terrell,3.065981474,78
Georgia,Thomas,3.065981474,83
Georgia,Tift,3.065981474,87
Georgia,Toombs,3.065981474,91
Georgia,Towns,3.065981474,95
Georgia,Treutlen,3.065981474,102
Georgia,Troup,3.065981474,105
Georgia,Turner,3.065981474,108
Georgia,Twiggs,3.065981474,116
Georgia,Union,3.065981474,120
Georgia,Upson,3.065981474,123
Georgia,Walker,3.065981474,126
Georgia,Walton,3.065981474,127
Georgia,Ware,3.065981474,132
Georgia,Warren,3.065981474,135
Georgia,Washington,3.065981474,143
Georgia,Wayne,3.065981474,147
Georgia,Webster,3.065981474,149
Georgia,Wheeler,3.065981474,154
Georgia,White,3.065981474,157
Georgia,Whitfield,3.065981474,159
Georgia,Wilcox,3.065981474,163
Georgia,Wilkes,3.065981474,167
Georgia,Wilkinson,3.065981474,169
Georgia,Worth,3.065981474,173
Hawaii,Hawaii,2.668736642,198
Hawaii,Honolulu,2.668736642,234
Hawaii,Kalawao,2.668736642,247
Hawaii,Kauai,2.668736642,261
Hawaii,Maui,2.668736642,323
Idaho,Ada,2.743587557,336
Idaho,Adams,2.743587557,338
Idaho,Bannock,2.743587557,343
Idaho,Bear Lake,2.743587557,349
Idaho,Benewah,2.743587557,354
Idaho,Bingham,2.743587557,362
Idaho,Blaine,2.743587557,371
Idaho,Boise,2.743587557,380
Idaho,Bonner,2.743587557,387
Idaho,Bonneville,2.743587557,395
Idaho,Boundary,2.743587557,405
Idaho,Butte,2.743587557,414
Idaho,Camas,2.743587557,429
Idaho,Canyon,2.743587557,441
Idaho,Caribou,2.743587557,449
Idaho,Cassia,2.743587557,456
Idaho,Clark,2.743587557,464
Idaho,Clearwater,2.743587557,474
Idaho,Custer,2.743587557,484
Idaho,Elmore,2.743587557,490
Idaho,Franklin,2.743587557,498
Idaho,Fremont,2.743587557,502
Idaho,Gem,2.743587557,510
Idaho,Gooding,2.743587557,519
Idaho,Idaho,2.743587557,528
Idaho,Jefferson,2.743587557,540
Idaho,Jerome,2.743587557,547
Idaho,Kootenai,2.743587557,552
Idaho,Latah,2.743587557,559
Idaho,Lemhi,2.743587557,566
Idaho,Lewis,2.743587557,574
Idaho,Lincoln,2.743587557,578
Idaho,Madison,2.743587557,581
Idaho,Minidoka,2.743587557,585
Idaho,Nez Perce,2.743587557,589
Idaho,Oneida,2.743587557,593
Idaho,Owyhee,2.743587557,601
Idaho,Payette,2.743587557,606
Idaho,Power,2.743587557,613
Idaho,Shoshone,2.743587557,621
Idaho,Teton,2.743587557,627
Idaho,Twin Falls,2.743587557,634
Idaho,Valley,2.743587557,643
Idaho,Washington,2.743587557,649
Illinois,Adams,2.243578843,650
Illinois,Alexander,2.243578843,651
Illinois,Bond,2.243578843,652
Illinois,Boone,2.243578843,653
Illinois,Brown,2.243578843,654
Illinois,Bureau,2.243578843,2
Illinois,Calhoun,2.243578843,4
Illinois,Carroll,2.243578843,6
Illinois,Cass,2.243578843,10
Illinois,Champaign,2.243578843,12
Illinois,Christian,2.243578843,14
Illinois,Clark,2.243578843,19
Illinois,Clay,2.243578843,22
Illinois,Clinton,2.243578843,27
Illinois,Coles,2.243578843,30
Illinois,Cook,2.243578843,36
Illinois,Crawford,2.243578843,40
Illinois,Cumberland,2.243578843,44
Illinois,DeKalb,2.243578843,49
Illinois,De Witt,2.243578843,53
Illinois,Douglas,2.243578843,55
Illinois,DuPage,2.243578843,64
Illinois,Edgar,2.243578843,66
Illinois,Edwards,2.243578843,71
Illinois,Effingham,2.243578843,76
Illinois,Fayette,2.243578843,79
Illinois,Ford,2.243578843,81
Illinois,Franklin,2.243578843,85
Illinois,Fulton,2.243578843,89
Illinois,Gallatin,2.243578843,92
Illinois,Greene,2.243578843,96
Illinois,Grundy,2.243578843,99
Illinois,Hamilton,2.243578843,106
Illinois,Hancock,2.243578843,111
Illinois,Hardin,2.243578843,113
Illinois,Henderson,2.243578843,117
Illinois,Henry,2.243578843,121
Illinois,Iroquois,2.243578843,125
Illinois,Jackson,2.243578843,129
Illinois,Jasper,2.243578843,133
Illinois,Jefferson,2.243578843,137
Illinois,Jersey,2.243578843,142
Illinois,Jo Daviess,2.243578843,145
Illinois,Johnson,2.243578843,152
Illinois,Kane,2.243578843,156
Illinois,Kankakee,2.243578843,161
Illinois,Kendall,2.243578843,165
Illinois,Knox,2.243578843,166
Illinois,Lake,2.243578843,170
Illinois,LaSalle,2.243578843,175
Illinois,Lawrence,2.243578843,177
Illinois,Lee,2.243578843,180
Illinois,Livingston,2.243578843,182
Illinois,Logan,2.243578843,186
Illinois,McDonough,2.243578843,189
Illinois,McHenry,2.243578843,192
Illinois,McLean,2.243578843,193
Illinois,Macon,2.243578843,194
Illinois,Macoupin,2.243578843,196
Illinois,Madison,2.243578843,199
Illinois,Marion,2.243578843,201
Illinois,Marshall,2.243578843,202
Illinois,Mason,2.243578843,206
Illinois,Massac,2.243578843,208
Illinois,Menard,2.243578843,212
Illinois,Mercer,2.243578843,216
Illinois,Monroe,2.243578843,219
Illinois,Montgomery,2.243578843,223
Illinois,Morgan,2.243578843,225
Illinois,Moultrie,2.243578843,227
Illinois,Ogle,2.243578843,229
Illinois,Peoria,2.243578843,233
Illinois,Perry,2.243578843,235
Illinois,Piatt,2.243578843,238
Illinois,Pike,2.243578843,241
Illinois,Pope,2.243578843,245
Illinois,Pulaski,2.243578843,248
Illinois,Putnam,2.243578843,253
Illinois,Randolph,2.243578843,255
Illinois,Richland,2.243578843,259
Illinois,Rock Island,2.243578843,265
Illinois,St. Clair,2.243578843,269
Illinois,Saline,2.243578843,271
Illinois,Sangamon,2.243578843,274
Illinois,Schuyler,2.243578843,278
Illinois,Scott,2.243578843,280
Illinois,Shelby,2.243578843,283
Illinois,Stark,2.243578843,285
Illinois,Stephenson,2.243578843,290
Illinois,Tazewell,2.243578843,291
Illinois,Union,2.243578843,293
Illinois,Vermilion,2.243578843,296
Illinois,Wabash,2.243578843,299
Illinois,Warren,2.243578843,301
Illinois,Washington,2.243578843,305
Illinois,Wayne,2.243578843,310
Illinois,White,2.243578843,312
Illinois,Whiteside,2.243578843,314
Illinois,Will,2.243578843,320
Illinois,Williamson,2.243578843,324
Illinois,Winnebago,2.243578843,325
Illinois,Woodford,2.243578843,328
Indiana,Adams,2.51360165,330
Indiana,Allen,2.51360165,335
Indiana,Bartholomew,2.51360165,342
Indiana,Benton,2.51360165,179
Indiana,Blackford,2.51360165,183
Indiana,Boone,2.51360165,185
Indiana,Brown,2.51360165,188
Indiana,Carroll,2.51360165,195
Indiana,Cass,2.51360165,211
Indiana,Clark,2.51360165,215
Indiana,Clay,2.51360165,221
Indiana,Clinton,2.51360165,226
Indiana,Crawford,2.51360165,232
Indiana,Daviess,2.51360165,239
Indiana,Dearborn,2.51360165,242
Indiana,Decatur,2.51360165,246
Indiana,DeKalb,2.51360165,249
Indiana,Delaware,2.51360165,252
Indiana,Dubois,2.51360165,254
Indiana,Elkhart,2.51360165,260
Indiana,Fayette,2.51360165,263
Indiana,Floyd,2.51360165,267
Indiana,Fountain,2.51360165,270
Indiana,Franklin,2.51360165,272
Indiana,Fulton,2.51360165,276
Indiana,Gibson,2.51360165,286
Indiana,Grant,2.51360165,297
Indiana,Greene,2.51360165,309
Indiana,Hamilton,2.51360165,321
Indiana,Hancock,2.51360165,329
Indiana,Harrison,2.51360165,334
Indiana,Hendricks,2.51360165,341
Indiana,Henry,2.51360165,344
Indiana,Howard,2.51360165,348
Indiana,Huntington,2.51360165,352
Indiana,Jackson,2.51360165,355
Indiana,Jasper,2.51360165,356
Indiana,Jay,2.51360165,358
Indiana,Jefferson,2.51360165,363
Indiana,Jennings,2.51360165,367
Indiana,Johnson,2.51360165,370
Indiana,Knox,2.51360165,376
Indiana,Kosciusko,2.51360165,384
Indiana,LaGrange,2.51360165,386
Indiana,Lake,2.51360165,389
Indiana,LaPorte,2.51360165,392
Indiana,Lawrence,2.51360165,396
Indiana,Madison,2.51360165,401
Indiana,Marion,2.51360165,409
Indiana,Marshall,2.51360165,412
Indiana,Martin,2.51360165,418
Indiana,Miami,2.51360165,420
Indiana,Monroe,2.51360165,422
Indiana,Montgomery,2.51360165,425
Indiana,Morgan,2.51360165,430
Indiana,Newton,2.51360165,433
Indiana,Noble,2.51360165,436
Indiana,Ohio,2.51360165,440
Indiana,Orange,2.51360165,444
Indiana,Owen,2.51360165,448
Indiana,Parke,2.51360165,452
Indiana,Perry,2.51360165,459
Indiana,Pike,2.51360165,465
Indiana,Porter,2.51360165,468
Indiana,Posey,2.51360165,471
Indiana,Pulaski,2.51360165,477
Indiana,Putnam,2.51360165,480
Indiana,Randolph,2.51360165,485
Indiana,Ripley,2.51360165,488
Indiana,Rush,2.51360165,493
Indiana,St. Joseph,2.51360165,496
Indiana,Scott,2.51360165,504
Indiana,Shelby,2.51360165,506
Indiana,Spencer,2.51360165,509
Indiana,Starke,2.51360165,512
Indiana,Steuben,2.51360165,515
Indiana,Sullivan,2.51360165,518
Indiana,Switzerland,2.51360165,526
Indiana,Tippecanoe,2.51360165,530
Indiana,Tipton,2.51360165,534
Indiana,Union,2.51360165,538
