State,County,LACCESS_CHILD15,FID
Florida,Miami-Dade,32498.8624,962
Florida,Monroe,2979.491925,963
Florida,Nassau,3423.262507,964
Florida,Okaloosa,14701.1226,965
Florida,Okeechobee,4606.706033,966
Florida,Orange,52054.54848,967
Florida,Osceola,15624.67396,968
Florida,Palm Beach,48762.80621,969
Florida,Pasco,23233.15033,970
Florida,Pinellas,23605.61031,971
Florida,Polk,45929.73781,972
Florida,Putnam,4336.649053,973
Florida,St. Johns,10054.84201,974
Florida,St. Lucie,22249.90767,975
Florida,Santa Rosa,15589.17428,976
Florida,Sarasota,15026.00486,977
Florida,Seminole,28734.21858,978
Florida,Sumter,1119.928751,979
Florida,Suwannee,1559.406549,980
Florida,Taylor,1228.928235,981
Florida,Union,384.865055,982
Florida,Volusia,32026.74243,983
Florida,Wakulla,58.9619367,984
Florida,Walton,1390.081775,985
Florida,Washington,1740.137892,986
Georgia,Appling,842.443687,987
Georgia,Atkinson,553.6333141,988
Georgia,Bacon,395.9252296,989
Georgia,Baker,583.7252189,990
Georgia,Baldwin,1715.018949,991
Georgia,Banks,187.6711438,992
Georgia,Barrow,2509.563316,993
Georgia,Bartow,8750.781927,994
Georgia,Ben Hill,1088.590057,995
Georgia,Berrien,934.5142007,996
Georgia,Bibb,10304.40149,997
Georgia,Bleckley,227.2088386,998
Georgia,Brantley,202.4448311,999
Georgia,Brooks,355.3378225,565
Georgia,Bryan,2428.115441,573
Georgia,Bulloch,1027.572747,579
Georgia,Burke,471.3320352,583
Georgia,Butts,343.4855358,588
Georgia,Calhoun,197.9100914,592
Georgia,Camden,6000.712625,603
Georgia,Candler,116.1326229,616
Georgia,Carroll,6075.029473,620
Georgia,Catoosa,5426.779828,626
Georgia,Charlton,560.6863399,635
Georgia,Chatham,13106.60502,646
Georgia,Chattahoochee,2980.479338,656
Georgia,Chattooga,294.4557591,659
Georgia,Cherokee,17331.98809,662
Georgia,Clarke,8149.19928,666
Georgia,Clay,557.1270495,670
Georgia,Clayton,28481.24305,673
Georgia,Clinch,152.8083652,676
Georgia,Cobb,71804.22606,680
Georgia,Coffee,1830.513365,684
Georgia,Colquitt,2017.088085,689
Georgia,Columbia,6240.314867,692
Georgia,Cook,669.4649234,697
Georgia,Coweta,9008.706193,700
Georgia,Crawford,15.47020637,704
Georgia,Crisp,570.9178878,707
Georgia,Dade,202.9463929,708
Georgia,Dawson,22.91803454,713
Georgia,Decatur,948.126293,714
Georgia,DeKalb,43384.16387,718
Georgia,Dodge,162.3394266,720
Georgia,Dooly,37.06525033,724
Georgia,Dougherty,9868.597884,728
Georgia,Douglas,12044.64229,731
Georgia,Early,292.5195827,735
Georgia,Echols,52.03721608,737
Georgia,Effingham,1874.830358,742
Georgia,Elbert,1144.566105,746
Georgia,Emanuel,1449.555702,750
Georgia,Evans,243.8552933,754
Georgia,Fannin,45.45241933,755
Georgia,Fayette,9328.62084,760
Georgia,Floyd,4515.491605,764
Georgia,Forsyth,14425.96286,768
Georgia,Franklin,49.2405785,772
Georgia,Fulton,58074.24474,779
Georgia,Gilmer,391.0149682,781
Georgia,Glascock,550.1785001,783
Georgia,Glynn,4619.96881,793
Georgia,Gordon,2341.506717,796
Georgia,Grady,656.5704559,797
Georgia,Greene,127.4529297,800
Georgia,Gwinnett,68657.44449,804
Georgia,Habersham,1799.463364,806
Georgia,Hall,13134.85466,808
Georgia,Hancock,264.5262778,810
Georgia,Haralson,419.0446379,813
Georgia,Harris,58.45762966,814
Georgia,Hart,737.4784539,816
Georgia,Heard,199.667111,817
Georgia,Henry,19140.28374,820
Georgia,Houston,14027.94306,823
Georgia,Irwin,132.6856868,825
Georgia,Jackson,686.0777118,828
Georgia,Jasper,780.9533609,830
Georgia,Jeff Davis,503.8935338,832
Georgia,Jefferson,163.2327031,834
Georgia,Jenkins,75.112573,835
Georgia,Johnson,221.3923467,837
Georgia,Jones,535.0195575,839
Georgia,Lamar,285.0467764,841
Georgia,Lanier,112.9569163,845
Georgia,Laurens,1304.580416,847
Georgia,Lee,1231.525781,849
Georgia,Liberty,8537.958096,855
Georgia,Lincoln,46.9294673,857
Georgia,Long,436.0100765,860
Georgia,Lowndes,7089.752758,863
Georgia,Lumpkin,75.23584879,865
Georgia,McDuffie,568.4919238,868
Georgia,McIntosh,232.2003509,871
Georgia,Macon,277.2300319,874
Georgia,Madison,181.7953681,875
Georgia,Marion,1.137429806,877
Georgia,Meriwether,241.1308324,879
Georgia,Miller,37.00092665,881
Georgia,Mitchell,376.9758516,883
Georgia,Monroe,432.5849514,885
Georgia,Montgomery,271.3341801,887
Georgia,Morgan,752.1662514,890
Georgia,Murray,1455.298271,892
Georgia,Muscogee,14593.34784,896
Georgia,Newton,7462.241499,899
Georgia,Oconee,2733.541041,901
Georgia,Oglethorpe,119.8030176,905
Georgia,Paulding,10637.05916,908
Georgia,Peach,1332.458482,910
Georgia,Pickens,438.1945016,912
Georgia,Pierce,552.3766239,915
Georgia,Pike,1.436942751,7
Georgia,Polk,1305.390394,8
Georgia,Pulaski,291.6424883,11
Georgia,Putnam,131.4223237,13
Georgia,Quitman,189.8387567,16
Georgia,Rabun,16.20239294,18
Georgia,Randolph,362.6033845,23
Georgia,Richmond,20129.22007,24
Georgia,Rockdale,9623.422948,28
Georgia,Schley,5.981768796,31
Georgia,Screven,820.2290569,34
Georgia,Seminole,102.3799722,38
Georgia,Spalding,2673.266803,41
Georgia,Stephens,789.7967304,45
Georgia,Stewart,110.172029,48
Georgia,Sumter,1667.938585,52
Georgia,Talbot,329.5376935,57
Georgia,Taliaferro,204.9759893,60
Georgia,Tattnall,228.6308088,63
Georgia,Taylor,31.52128259,69
Georgia,Telfair,88.99077426,75
Georgia,Terrell,174.0444733,78
Georgia,Thomas,3181.627936,83
Georgia,Tift,884.1226714,87
Georgia,Toombs,1388.725719,91
Georgia,Towns,0,95
Georgia,Treutlen,73.28529385,102
Georgia,Troup,3015.810968,105
Georgia,Turner,128.7376446,108
Georgia,Twiggs,4.826423883,116
Georgia,Union,43.74898574,120
Georgia,Upson,1640.915888,123
Georgia,Walker,4228.991757,126
Georgia,Walton,4011.440492,127
Georgia,Ware,2968.568589,132
Georgia,Warren,24.74868413,135
Georgia,Washington,875.2371251,143
Georgia,Wayne,2257.550067,147
Georgia,Webster,14.40353292,149
Georgia,Wheeler,83.05734559,154
Georgia,White,,157
Georgia,Whitfield,7016.875958,159
Georgia,Wilcox,17.26912836,163
Georgia,Wilkes,432.3267567,167
Georgia,Wilkinson,406.2696233,169
Georgia,Worth,434.7166859,173
Hawaii,Hawaii,16542.15041,198
Hawaii,Honolulu,57720.17835,234
Hawaii,Kalawao,0,247
Hawaii,Kauai,6190.797283,261
Hawaii,Maui,10679.00318,323
Idaho,Ada,18207.00232,336
Idaho,Adams,64.7580866,338
Idaho,Bannock,6680.658346,343
Idaho,Bear Lake,385.5071853,349
Idaho,Benewah,530.2256497,354
Idaho,Bingham,3071.140287,362
Idaho,Blaine,1669.744943,371
Idaho,Boise,996.6301815,380
Idaho,Bonner,1645.296284,387
Idaho,Bonneville,8407.116704,395
Idaho,Boundary,423.2251312,405
Idaho,Butte,202.3914282,414
Idaho,Camas,239.9999992,429
Idaho,Canyon,11604.15589,441
Idaho,Caribou,686.66572,449
Idaho,Cassia,2236.016079,456
Idaho,Clark,308.0000033,464
Idaho,Clearwater,259.7597267,474
Idaho,Custer,334.792997,484
Idaho,Elmore,2671.582205,490
Idaho,Franklin,320.1862967,498
Idaho,Fremont,342.6692394,502
Idaho,Gem,1182.059698,510
Idaho,Gooding,43.66252468,519
Idaho,Idaho,1032.200768,528
Idaho,Jefferson,1177.490984,540
Idaho,Jerome,1584.363334,547
Idaho,Kootenai,8587.612549,552
Idaho,Latah,1166.072608,559
Idaho,Lemhi,526.4032799,566
Idaho,Lewis,375.8210808,574
Idaho,Lincoln,1665.011471,578
Idaho,Madison,2020.215281,581
Idaho,Minidoka,1086.775087,585
Idaho,Nez Perce,1695.039019,589
Idaho,Oneida,138.0903861,593
Idaho,Owyhee,528.4428326,601
Idaho,Payette,1648.141098,606
Idaho,Power,338.7010051,613
Idaho,Shoshone,206.9709997,621
Idaho,Teton,304.7356427,627
Idaho,Twin Falls,1506.364501,634
Idaho,Valley,408.3463809,643
Idaho,Washington,413.2275385,649
Illinois,Adams,2502.424482,650
Illinois,Alexander,375.3483363,651
Illinois,Bond,294.1347084,652
Illinois,Boone,3382.698455,653
Illinois,Brown,30.09040759,654
Illinois,Bureau,2866.820668,2
Illinois,Calhoun,119.5868318,4
Illinois,Carroll,647.1421948,6
Illinois,Cass,367.3503291,10
Illinois,Champaign,7595.303468,12
Illinois,Christian,613.1823417,14
Illinois,Clark,302.810258,19
Illinois,Clay,504.4261532,22
Illinois,Clinton,1047.048938,27
Illinois,Coles,1875.630093,30
Illinois,Cook,89882.05609,36
Illinois,Crawford,416.9925031,40
Illinois,Cumberland,,44
Illinois,DeKalb,5531.772748,49
Illinois,De Witt,157.9812249,53
Illinois,Douglas,451.5632753,55
Illinois,DuPage,53859.82789,64
Illinois,Edgar,1411.767193,66
Illinois,Edwards,313.9806764,71
Illinois,Effingham,1492.418906,76
Illinois,Fayette,1846.042614,79
Illinois,Ford,627.6663587,81
Illinois,Franklin,953.4057185,85
Illinois,Fulton,1482.369794,89
Illinois,Gallatin,884.8855372,92
Illinois,Greene,389.3151121,96
Illinois,Grundy,2507.136523,99
Illinois,Hamilton,277.3283052,106
Illinois,Hancock,1685.562315,111
Illinois,Hardin,127.5431198,113
Illinois,Henderson,21.10933725,117
Illinois,Henry,2355.99897,121
Illinois,Iroquois,1600.68184,125
Illinois,Jackson,2787.740864,129
Illinois,Jasper,357.5071194,133
Illinois,Jefferson,1833.856006,137
Illinois,Jersey,785.2916569,142
Illinois,Jo Daviess,999.0004818,145
Illinois,Johnson,315.2166913,152
Illinois,Kane,27105.22676,156
Illinois,Kankakee,4136.61816,161
Illinois,Kendall,5340.28071,165
Illinois,Knox,1932.435645,166
Illinois,Lake,64112.4545,170
Illinois,LaSalle,5648.393222,175
Illinois,Lawrence,560.0228907,177
Illinois,Lee,920.5626681,180
Illinois,Livingston,765.2996815,182
Illinois,Logan,1915.781316,186
Illinois,McDonough,637.7349738,189
Illinois,McHenry,39048.65,192
Illinois,McLean,10732.14094,193
Illinois,Macon,6437.744153,194
Illinois,Macoupin,1872.033095,196
Illinois,Madison,21811.18139,199
Illinois,Marion,2509.533428,201
Illinois,Marshall,557.4923788,202
Illinois,Mason,1106.867371,206
Illinois,Massac,317.251492,208
Illinois,Menard,57.10987195,212
Illinois,Mercer,602.7441455,216
Illinois,Monroe,2337.206711,219
Illinois,Montgomery,1575.282998,223
Illinois,Morgan,2839.56616,225
Illinois,Moultrie,90.71443299,227
Illinois,Ogle,2662.847818,229
Illinois,Peoria,11325.34967,233
Illinois,Perry,1203.247388,235
Illinois,Piatt,119.1569045,238
Illinois,Pike,731.2749251,241
Illinois,Pope,178.2833485,245
Illinois,Pulaski,298.0817382,248
Illinois,Putnam,95.08073154,253
Illinois,Randolph,801.2241294,255
Illinois,Richland,184.8727514,259
Illinois,Rock Island,6197.315273,265
Illinois,St. Clair,24119.20121,269
Illinois,Saline,2300.397257,271
Illinois,Sangamon,11432.03457,274
Illinois,Schuyler,239.6971486,278
Illinois,Scott,46.51709746,280
Illinois,Shelby,1198.409626,283
Illinois,Stark,486.7059909,285
Illinois,Stephenson,541.4858104,290
Illinois,Tazewell,13307.1512,291
Illinois,Union,505.7902807,293
Illinois,Vermilion,2834.87309,296
Illinois,Wabash,226.134855,299
Illinois,Warren,299.4349491,301
Illinois,Washington,325.0268166,305
Illinois,Wayne,838.1055139,310
Illinois,White,883.9924632,312
Illinois,Whiteside,2850.461219,314
Illinois,Will,64040.59575,320
Illinois,Williamson,2293.812319,324
Illinois,Winnebago,18420.95434,325
Illinois,Woodford,1189.200785,328
Indiana,Adams,620.177762,330
Indiana,Allen,27857.91959,335
Indiana,Bartholomew,5534.480231,342
Indiana,Benton,27.91854958,179
Indiana,Blackford,61.83364893,183
Indiana,Boone,2161.680238,185
Indiana,Brown,109.4780867,188
Indiana,Carroll,207.8801796,195
Indiana,Cass,416.6247397,211
Indiana,Clark,5608.268993,215
Indiana,Clay,241.46233,221
Indiana,Clinton,158.9578362,226
Indiana,Crawford,333.5467959,232
Indiana,Daviess,858.2340946,239
Indiana,Dearborn,3259.0242,242
Indiana,Decatur,1002.320731,246
Indiana,DeKalb,2486.220096,249
Indiana,Delaware,6158.484333,252
Indiana,Dubois,690.0059715,254
Indiana,Elkhart,11390.57002,260
Indiana,Fayette,1248.328743,263
Indiana,Floyd,5444.383092,267
Indiana,Fountain,762.1766217,270
Indiana,Franklin,591.1857944,272
Indiana,Fulton,637.1833901,276
Indiana,Gibson,284.4897616,286
Indiana,Grant,2682.165587,297
Indiana,Greene,959.0405045,309
Indiana,Hamilton,26396.07741,321
Indiana,Hancock,5343.62934,329
Indiana,Harrison,423.939941,334
Indiana,Hendricks,11033.41708,341
Indiana,Henry,407.2718476,344
Indiana,Howard,5242.665091,348
Indiana,Huntington,2012.865478,352
Indiana,Jackson,1696.491681,355
Indiana,Jasper,868.8922722,356
Indiana,Jay,1000.21511,358
Indiana,Jefferson,1231.822423,363
Indiana,Jennings,2157.162478,367
Indiana,Johnson,10178.16151,370
Indiana,Knox,2328.517704,376
Indiana,Kosciusko,3784.05778,384
Indiana,LaGrange,16.78992529,386
Indiana,Lake,38065.66171,389
Indiana,LaPorte,6556.331307,392
Indiana,Lawrence,962.982975,396
Indiana,Madison,7395.324392,401
Indiana,Marion,59591.35464,409
Indiana,Marshall,1933.502703,412
Indiana,Martin,72.20653595,418
Indiana,Miami,1906.343366,420
Indiana,Monroe,4303.191112,422
Indiana,Montgomery,1293.129737,425
Indiana,Morgan,2508.704389,430
Indiana,Newton,487.9993569,433
Indiana,Noble,804.1571339,436
Indiana,Ohio,,440
Indiana,Orange,477.6063436,444
Indiana,Owen,31.38447182,448
Indiana,Parke,441.2557434,452
Indiana,Perry,1153.140956,459
Indiana,Pike,216.0888014,465
Indiana,Porter,13243.37523,468
Indiana,Posey,1291.312701,471
Indiana,Pulaski,82.95217285,477
Indiana,Putnam,388.1335565,480
Indiana,Randolph,957.0188473,485
Indiana,Ripley,209.1445248,488
Indiana,Rush,124.92768,493
Indiana,St. Joseph,20003.64189,496
Indiana,Scott,193.5605283,504
Indiana,Shelby,1361.098557,506
Indiana,Spencer,0.00117253,509
Indiana,Starke,345.3946932,512
Indiana,Steuben,1434.099353,515
Indiana,Sullivan,246.788295,518
Indiana,Switzerland,177.7149947,526
Indiana,Tippecanoe,8003.172048,530
Indiana,Tipton,384.4718428,534
Indiana,Union,,538
Indiana,Vanderburgh,8021.350761,543
Indiana,Vermillion,433.8901527,548
Indiana,Vigo,6969.047037,553
