State,County,LACCESS_NHASIAN15
KY,Casey,3.330895031
KY,Christian,245.0935408
KY,Clark,8.502821042
KY,Clay,2.710424635
KY,Clinton,0
KY,Crittenden,3.095744967
KY,Cumberland,0
KY,Daviess,174.0544743
KY,Edmonson,0
KY,Elliott,0
KY,Estill,0.544244289
KY,Fayette,915.9466267
KY,Fleming,2.859884467
KY,Floyd,1.321895106
KY,Franklin,58.80187631
KY,Fulton,0
KY,Gallatin,
KY,Garrard,0.001276233
KY,Grant,5.340663048
KY,Graves,25.5934953
KY,Grayson,9.041951717
KY,Green,0.599266877
KY,Greenup,53.0037684
KY,Hancock,0
KY,Hardin,680.742918
KY,Harlan,27.93182159
KY,Harrison,1.627064478
KY,Hart,1.224929435
KY,Henderson,24.99732648
KY,Henry,1.776508656
KY,Hickman,0
KY,Hopkins,67.13811679
KY,Jackson,0
KY,Jefferson,2201.770644
KY,Jessamine,50.82824856
KY,Johnson,22.84571247
KY,Kenton,550.7780009
KY,Knott,0
KY,Knox,5.22521318
KY,Larue,0
KY,Laurel,16.82773054
KY,Lawrence,4.412256272
KY,Lee,0
KY,Leslie,0
KY,Letcher,
KY,Lewis,0
KY,Lincoln,1.74773061
KY,Livingston,2.000000083
KY,Logan,4.12345384
KY,Lyon,0
KY,McCracken,124.1751926
KY,McCreary,0
KY,McLean,0
KY,Madison,152.0111393
KY,Magoffin,0
KY,Marion,1.31088501
KY,Marshall,0.002589867
KY,Martin,0
KY,Mason,24.68389988
KY,Meade,29.75251158
KY,Menifee,0
KY,Mercer,29.99543393
KY,Metcalfe,0
KY,Monroe,0
KY,Montgomery,7.328104735
KY,Morgan,13.34781293
KY,Muhlenberg,0.1747614
KY,Nelson,40.86749136
KY,Nicholas,0.877941224
KY,Ohio,5.701561665
KY,Oldham,261.5132274
KY,Owen,0
KY,Owsley,0
KY,Pendleton,0
KY,Perry,1.768614474
KY,Pike,10.21699791
KY,Powell,5.164051741
KY,Pulaski,51.89567971
KY,Robertson,1.922421666
KY,Rockcastle,0
KY,Rowan,29.79315606
KY,Russell,0
KY,Scott,105.6696807
KY,Shelby,32.48690044
KY,Simpson,4.200197294
KY,Spencer,
KY,Taylor,27.13136894
KY,Todd,0
KY,Trigg,11.85581017
KY,Trimble,1.838880504
KY,Union,5.456563937
KY,Warren,378.7380744
KY,Washington,3.530020879
KY,Wayne,2.623274758
KY,Webster,0.058379367
KY,Whitley,21.08214158
KY,Wolfe,0
KY,Woodford,40.23774009
LA,Acadia,0.617104345
LA,Allen,38.9026497
LA,Ascension,328.7875724
LA,Assumption,16.7987355
LA,Avoyelles,18.98980366
LA,Beauregard,71.09203192
LA,Bienville,10.82200399
LA,Bossier,446.9769157
LA,Caddo,967.7826537
LA,Calcasieu,404.8550974
LA,Caldwell,1.999999958
LA,Cameron,0
LA,Catahoula,0.950947721
LA,Claiborne,2.411044346
LA,Concordia,5.114972356
LA,De Soto,5.11114799
LA,East Baton Rouge,3636.284552
LA,East Carroll,16.2299281
LA,East Feliciana,3.722128518
LA,Evangeline,16.88079571
LA,Franklin,1.441539775
LA,Grant,5.954643393
LA,Iberia,659.1906128
LA,Iberville,4.508582407
LA,Jackson,6.278983245
LA,Jefferson,1681.489521
LA,Jefferson Davis,4.005026604
LA,Lafayette,733.2743959
LA,Lafourche,172.2357826
LA,La Salle,2.346362384
LA,Lincoln,211.6437605
LA,Livingston,109.0657415
LA,Madison,1.708121328
LA,Morehouse,25.662063
LA,Natchitoches,12.19538054
LA,Orleans,1117.304227
LA,Ouachita,375.5723613
LA,Plaquemines,384.92742
LA,Pointe Coupee,3.797670722
LA,Rapides,346.8865485
LA,Red River,1.970858339
LA,Richland,6.102521308
LA,Sabine,16.0523361
LA,St. Bernard,213.9694112
LA,St. Charles,281.6098367
LA,St. Helena,0
LA,St. James,2.048582099
LA,St. John the Baptist,183.7217602
LA,St. Landry,52.60889248
LA,St. Martin,20.1920511
LA,St. Mary,493.8194634
LA,St. Tammany,832.125931
LA,Tangipahoa,216.5614941
LA,Tensas,2.781035142
LA,Terrebonne,182.0240204
LA,Union,0.054969415
LA,Vermilion,94.6110003
LA,Vernon,460.1304143
LA,Washington,4.591258706
LA,Webster,20.96085271
LA,West Baton Rouge,17.94150402
LA,West Carroll,0
LA,West Feliciana,0
LA,Winn,3.835283993
ME,Androscoggin,125.6919658
ME,Aroostook,32.82989117
ME,Cumberland,1344.069479
ME,Franklin,1.61645405
ME,Hancock,1.163882713
ME,Kennebec,99.93404175
ME,Knox,27.64248751
ME,Lincoln,3.393107185
ME,Oxford,9.25109522
ME,Penobscot,216.7318948
ME,Piscataquis,0
ME,Sagadahoc,20.1737108
ME,Somerset,29.8378099
ME,Waldo,5.504913831
ME,Washington,8.006511705
ME,York,369.495848
MD,Allegany,234.1630661
MD,Anne Arundel,5515.078203
MD,Baltimore,6132.601317
MD,Calvert,441.0188946
MD,Caroline,11.60132933
MD,Carroll,658.716807
MD,Cecil,374.4249552
MD,Charles,1604.787877
MD,Dorchester,24.87028467
MD,Frederick,1686.814501
MD,Garrett,5
MD,Harford,1258.235382
MD,Howard,8092.747701
MD,Kent,0.047635018
MD,Montgomery,26980.1853
MD,Prince George's,8603.669201
MD,Queen Anne's,121.0572837
MD,St. Mary's,693.5205899
MD,Somerset,39.86358366
MD,Talbot,71.83642823
MD,Washington,536.2038154
MD,Wicomico,928.7096952
MD,Worcester,132.0358062
MD,Baltimore,359.3367056
MA,Barnstable,1005.382658
MA,Berkshire,521.4579703
MA,Bristol,2771.545665
MA,Dukes,8.524178091
MA,Essex,6805.94868
MA,Franklin,217.5482121
MA,Hampden,1991.256611
MA,Hampshire,3791.891434
MA,Middlesex,24893.58125
MA,Nantucket,11.532298
MA,Norfolk,10075.68684
MA,Plymouth,1852.504282
MA,Suffolk,256.63444
MA,Worcester,7906.138847
MI,Alcona,0.935549311
MI,Alger,7.99999996
MI,Allegan,27.47067499
MI,Alpena,4.820037024
MI,Antrim,0
MI,Arenac,11.11510122
MI,Baraga,3.000000095
MI,Barry,7.284814428
MI,Bay,140.0572617
MI,Benzie,
MI,Berrien,568.2699258
MI,Branch,9.627277942
MI,Calhoun,593.9377685
MI,Cass,25.52176746
MI,Charlevoix,2.5320782
MI,Cheboygan,1.927330603
MI,Chippewa,22.58401775
MI,Clare,1.894759704
MI,Clinton,204.8585182
MI,Crawford,15.55708381
MI,Delta,32.96653321
MI,Dickinson,38.01070696
MI,Eaton,555.3116023
MI,Emmet,21.50164026
MI,Genesee,1847.644383
MI,Gladwin,0
MI,Gogebic,4.215292197
MI,Grand Traverse,138.8733812
MI,Gratiot,67.84163979
MI,Hillsdale,13.94670691
MI,Houghton,209.4586162
MI,Huron,44.14451009
MI,Ingham,4886.387098
MI,Ionia,15.5550036
MI,Iosco,36.0593011
MI,Iron,5.715644762
MI,Isabella,97.76673057
MI,Jackson,311.1937252
MI,Kalamazoo,2143.852357
MI,Kalkaska,0.131383872
MI,Kent,3403.835149
MI,Keweenaw,0.999999962
MI,Lake,3.132600856
MI,Lapeer,20.59745668
MI,Leelanau,1.231032263
MI,Lenawee,105.7437234
MI,Livingston,486.19021
MI,Luce,3.000000034
MI,Mackinac,7.144955238
MI,Macomb,4439.26759
MI,Manistee,7.477203221
MI,Marquette,47.87477098
MI,Mason,9.32476086
MI,Mecosta,59.82939142
MI,Menominee,30.46190604
MI,Midland,529.3460963
MI,Missaukee,0
MI,Monroe,185.7289331
MI,Montcalm,23.26478588
MI,Montmorency,0.999999978
MI,Muskegon,317.1664227
MI,Newaygo,12.31978384
MI,Oakland,21622.41539
MI,Oceana,3.999999919
MI,Ogemaw,0
MI,Ontonagon,3.999999925
MI,Osceola,11.02348176
MI,Oscoda,0
MI,Otsego,6.087218709
MI,Ottawa,2042.8457
MI,Presque Isle,5.937944627
MI,Roscommon,12.3289891
MI,Saginaw,752.6710025
MI,St. Clair,287.464762
MI,St. Joseph,57.80385854
MI,Sanilac,4.623934445
MI,Schoolcraft,0.136637459
MI,Shiawassee,14.52496565
MI,Tuscola,4.445621984
MI,Van Buren,17.74768673
MI,Washtenaw,6456.870422
MI,Wayne,9044.129882
MI,Wexford,34.99209673
MN,Aitkin,6.997471854
MN,Anoka,4269.047586
MN,Becker,26.36878207
MN,Beltrami,36.67558917
MN,Benton,96.629032
MN,Big Stone,2.99999994
MN,Blue Earth,720.1899249
MN,Brown,45.24262743
MN,Carlton,53.3899021
MN,Carver,898.3151523
MN,Cass,6.030234977
MN,Chippewa,5.350600357
MN,Chisago,33.95762108
MN,Clay,22.88652331
MN,Clearwater,4.796098714
MN,Cook,14.00000027
MN,Cottonwood,229.8420712
MN,Crow Wing,15.32823421
MN,Dakota,5826.757446
MN,Dodge,3.14164137
MN,Douglas,42.48455899
MN,Faribault,9.999999993
MN,Fillmore,0
MN,Freeborn,72.12502607
MN,Goodhue,55.12769478
MN,Grant,8.999999946
MN,Hennepin,18879.96457
MN,Houston,17.06830857
MN,Hubbard,19.0181224
MN,Isanti,28.20476206
MN,Itasca,16.57090855
MN,Jackson,2.2824807
MN,Kanabec,5.176636646
MN,Kandiyohi,40.13147292
MN,Kittson,12.00000024
MN,Koochiching,21.29568948
MN,Lac qui Parle,0
MN,Lake,1.524777198
MN,Lake of the Woods,15.00000003
MN,Le Sueur,16.38013784
MN,Lincoln,0
MN,Lyon,60.82305231
MN,McLeod,96.46456043
MN,Mahnomen,0
MN,Marshall,12.89140037
MN,Martin,37.6288815
MN,Meeker,6.186801774
MN,Mille Lacs,1.274764029
MN,Morrison,23.40943467
MN,Mower,40.42574328
MN,Murray,7.025450391
MN,Nicollet,146.7724071
MN,Nobles,190.8682771
MN,Norman,3.912585841
MN,Olmsted,1686.916211
MN,Otter Tail,42.85518956
MN,Pennington,14.50898444
MN,Pine,17.15903417
MN,Pipestone,13.2335341
MN,Polk,39.63411229
MN,Pope,9.476729794
MN,Ramsey,10140.61465
MN,Red Lake,4
MN,Redwood,107.1451415
MN,Renville,18.99999997
MN,Rice,387.5352003
MN,Rock,2.683215379
MN,Roseau,29.24724996
MN,St. Louis,414.9391605
MN,Scott,1074.969757
MN,Sherburne,405.0304827
MN,Sibley,1
MN,Stearns,640.2765036
MN,Steele,80.18387965
MN,Stevens,3.888151474
MN,Swift,0.876132917
MN,Todd,41.79856694
MN,Traverse,3.000000052
MN,Wabasha,6.683965464
MN,Wadena,7.691015155
MN,Waseca,26.4264316
MN,Washington,4383.792687
MN,Watonwan,0
MN,Wilkin,4.476409491
MN,Winona,165.0723054
MN,Wright,170.2128164
MN,Yellow Medicine,7.063481247
MS,Adams,7.243743126
MS,Alcorn,20.77223016
MS,Amite,4.379930753
MS,Attala,0.853709933
MS,Benton,1.000000014
MS,Bolivar,96.41328335
MS,Calhoun,0.148201145
MS,Carroll,4.966180035
MS,Chickasaw,1.999999975
MS,Choctaw,0.99486481
MS,Claiborne,0
MS,Clarke,5.000000098
MS,Clay,9.216495123
MS,Coahoma,45.96902114
MS,Copiah,21.23296669
MS,Covington,
MS,DeSoto,522.4962429
MS,Forrest,45.51419804
MS,Franklin,2.975595949
MS,George,1.000000046
MS,Greene,0.690609697
MS,Grenada,11.77009677
MS,Hancock,137.2283242
MS,Harrison,1767.360591
MS,Hinds,311.0745794
MS,Holmes,12.00000009
MS,Humphreys,0
MS,Issaquena,5.993405296
MS,Itawamba,13.41261637
MS,Jackson,1327.061348
MS,Jasper,0
MS,Jefferson,2.000000046
MS,Jefferson Davis,2.313651078
MS,Jones,43.19923262
MS,Kemper,4.090184518
MS,Lafayette,386.5302511
MS,Lamar,109.2379242
MS,Lauderdale,105.6284238
MS,Lawrence,12.87169579
MS,Leake,11.21417704
MS,Lee,130.9994672
MS,Leflore,54.10690507
MS,Lincoln,38.49462298
MS,Lowndes,125.9680103
MS,Madison,464.2210912
MS,Marion,43.57375119
MS,Marshall,5.316243096
MS,Monroe,4.677407016
MS,Montgomery,1.999999983
MS,Neshoba,12.06365425
MS,Newton,5.849959821
MS,Noxubee,0.049860759
MS,Oktibbeha,549.3981111
MS,Panola,6.968111399
MS,Pearl River,26.48501959
MS,Perry,1.776446399
MS,Pike,10.5107375
MS,Pontotoc,6.626960468
MS,Prentiss,7.417786763
MS,Quitman,5.162119266
MS,Rankin,470.0431856
MS,Scott,5.92976328
MS,Sharkey,0.99999994
MS,Simpson,10.53600213
MS,Smith,5.340778899
MS,Stone,10.08620889
MS,Sunflower,7.988655251
MS,Tallahatchie,106.9106019
MS,Tate,9.405407352
MS,Tippah,5.558208964
MS,Tishomingo,0
MS,Tunica,21.86033219
MS,Union,2.535272468
MS,Walthall,1.000000007
MS,Warren,118.4605908
MS,Washington,113.5481964
MS,Wayne,1.615067532
MS,Webster,3.588691211
MS,Wilkinson,0
MS,Winston,4.409401112
MS,Yalobusha,0
MS,Yazoo,29.14673926
MO,Adair,85.88392172
MO,Andrew,4.210362658
MO,Atchison,0
MO,Audrain,15.60563656
MO,Barry,43.67876937
MO,Barton,2.692498636
MO,Bates,0
MO,Benton,4.000000103
MO,Bollinger,3.644300916
MO,Boone,1631.093945
MO,Buchanan,230.5075387
MO,Butler,53.07271035
MO,Caldwell,2.000000046
MO,Callaway,92.79097037
MO,Camden,13.26697809
