State,County,LACCESS_MULTIR15,FID
Alaska,Bethel,364.1976417,411
Alaska,Bristol Bay,170.9999983,423
Alaska,Denali,94.0000005,426
Alaska,Dillingham,178.999997,445
Alaska,Fairbanks North Star,2787.364666,454
Alaska,Haines,43.91927718,462
Alaska,Hoonah-Angoon,224.9999984,476
Alaska,Juneau,1131.679772,482
Alaska,Kenai Peninsula,658.3318477,494
Alaska,Ketchikan Gateway,117.5963247,514
Alaska,Kodiak Island,140.5835349,533
Alaska,Lake and Peninsula,169.7511737,544
Alaska,Matanuska-Susitna,1579.795814,556
Alaska,Nome,149.8744899,571
Alaska,North Slope,182.010289,614
Alaska,Northwest Arctic,210.9999977,638
Alaska,Petersburg,18.2427297,645
Alaska,Prince of Wales-Hyder,105.0259502,669
Alaska,Sitka,175.938223,679
Alaska,Skagway,0,683
Alaska,Southeast Fairbanks,208.3143942,690
Alaska,Valdez-Cordova,325.7381623,710
Alaska,Wade Hampton,67.00000031,725
Alaska,Wrangell,35.40601698,733
Alaska,Yakutat,102.9999994,744
Alaska,Yukon-Koyukuk,323.0000004,753
Arizona,Apache,1260.644644,761
Arizona,Cochise,5998.05603,763
Arizona,Coconino,1962.97756,771
Arizona,Gila,809.6103968,787
Arizona,Graham,1027.099859,0
Arizona,Greenlee,1017.059636,1
Arizona,La Paz,786.3156689,3
Arizona,Maricopa,73145.34501,9
Arizona,Mohave,6700.216554,15
Arizona,Navajo,1471.958093,17
Arizona,Pima,29659.49565,21
Arizona,Pinal,11253.13409,26
Arizona,Santa Cruz,2711.200888,32
Arizona,Yavapai,4955.434637,35
Arizona,Yuma,8784.685115,42
Arkansas,Arkansas,272.4870675,46
Arkansas,Ashley,192.4004753,50
Arkansas,Baxter,93.89596551,54
Arkansas,Benton,5018.428243,59
Arkansas,Boone,189.8626347,62
Arkansas,Bradley,85.71468777,68
Arkansas,Calhoun,84.31783066,72
Arkansas,Carroll,183.2545784,74
Arkansas,Chicot,292.2156496,77
Arkansas,Clark,501.1351881,86
Arkansas,Clay,23.56334837,93
Arkansas,Cleburne,29.28862314,97
Arkansas,Cleveland,43.0128327,103
Arkansas,Columbia,58.29006189,107
Arkansas,Conway,106.1911234,109
Arkansas,Craighead,811.5334622,114
Arkansas,Crawford,996.6320269,115
Arkansas,Crittenden,122.7118751,119
Arkansas,Cross,49.79366001,124
Arkansas,Dallas,85.80472724,128
Arkansas,Desha,122.1240679,130
Arkansas,Drew,123.5004236,136
Arkansas,Faulkner,799.4365473,141
Arkansas,Franklin,16.02095884,144
Arkansas,Fulton,24.40593184,146
Arkansas,Garland,1167.204932,151
Arkansas,Grant,137.1127673,155
Arkansas,Greene,254.959082,162
Arkansas,Hempstead,562.3593836,172
Arkansas,Hot Spring,145.8428471,184
Arkansas,Howard,392.5244684,191
Arkansas,Independence,309.2512004,200
Arkansas,Izard,2.446529599,203
Arkansas,Jackson,72.61151536,209
Arkansas,Jefferson,261.8697757,213
Arkansas,Johnson,142.378289,218
Arkansas,Lafayette,16.66728641,222
Arkansas,Lawrence,69.86006966,230
Arkansas,Lee,83.14407986,237
Arkansas,Lincoln,148.2914323,244
Arkansas,Little River,90.59631212,251
Arkansas,Logan,60.30292742,258
Arkansas,Lonoke,380.5960166,268
Arkansas,Madison,69.46857994,277
Arkansas,Marion,49.04032175,282
Arkansas,Miller,353.6963296,287
Arkansas,Mississippi,223.119035,294
Arkansas,Monroe,10.37884636,300
Arkansas,Montgomery,52.8635808,304
Arkansas,Nevada,36.24229631,307
Arkansas,Newton,119.121122,311
Arkansas,Ouachita,206.2200713,316
Arkansas,Perry,28.43329598,318
Arkansas,Phillips,181.5119458,322
Arkansas,Pike,54.08653624,327
Arkansas,Poinsett,231.5347664,333
Arkansas,Polk,633.3680169,337
Arkansas,Pope,744.9101954,340
Arkansas,Prairie,45.45303185,345
Arkansas,Pulaski,5210.705266,350
Arkansas,Randolph,142.6103719,353
Arkansas,St. Francis,226.4769469,357
Arkansas,Saline,887.1762278,360
Arkansas,Scott,61.56410167,364
Arkansas,Searcy,71.59666396,372
Arkansas,Sebastian,917.9419009,378
Arkansas,Sevier,795.8623413,390
Arkansas,Sharp,59.46879517,394
Arkansas,Stone,56.9707996,399
Arkansas,Union,340.3290837,403
Arkansas,Van Buren,58.98740486,407
Arkansas,Washington,3614.377006,417
Arkansas,White,393.2576062,428
Arkansas,Woodruff,10.36508379,435
Arkansas,Yell,149.5613312,438
California,Alameda,10903.42722,457
California,Alpine,22.72824864,461
California,Amador,528.8657064,472
California,Butte,3798.313186,486
California,Calaveras,367.3122351,489
California,Colusa,337.423846,497
California,Contra Costa,23915.85632,503
California,Del Norte,999.9652872,511
California,El Dorado,3812.230288,522
California,Fresno,21349.73475,527
California,Glenn,379.2785215,537
California,Humboldt,1810.67071,551
California,Imperial,7787.3227,557
California,Inyo,699.0466456,562
California,Kern,27444.52131,84
California,Kings,8583.709085,94
California,Lake,1788.174122,100
California,Lassen,3307.943858,104
California,Los Angeles,115781.0215,139
California,Madera,9440.896708,153
California,Marin,2125.17584,168
California,Mariposa,236.4779232,178
California,Mendocino,2352.540663,190
California,Merced,11433.57785,204
California,Modoc,246.739656,207
California,Mono,629.5275387,214
California,Monterey,10965.37003,228
California,Napa,1390.500675,236
California,Nevada,1714.934227,243
California,Orange,16947.42085,257
California,Placer,3797.689436,266
California,Plumas,167.018082,275
California,Riverside,102836.1105,281
California,Sacramento,25997.08529,289
California,San Benito,1956.024275,295
California,San Bernardino,94996.79565,302
California,San Diego,45842.15259,315
California,San Francisco,738.3759154,331
California,San Joaquin,20202.66203,339
California,San Luis Obispo,4324.798777,351
California,San Mateo,5913.974154,368
California,Santa Barbara,9253.489786,391
California,Santa Clara,16251.04071,406
California,Santa Cruz,6133.142399,415
California,Shasta,2818.419039,431
California,Sierra,135.302675,439
California,Siskiyou,895.1527691,446
California,Solano,10352.88358,453
California,Sonoma,9970.855254,463
California,Stanislaus,14118.73606,473
California,Sutter,5271.486043,483
California,Tehama,1592.615395,492
California,Trinity,169.0213132,500
California,Tulare,21581.3101,501
California,Tuolumne,1050.18079,513
California,Ventura,19399.23354,521
California,Yolo,2579.814558,525
California,Yuba,3729.436308,541
Colorado,Adams,12323.17628,545
Colorado,Alamosa,119.92671,549
Colorado,Arapahoe,5359.437049,558
Colorado,Archuleta,527.6865249,560
Colorado,Baca,47.52466037,563
Colorado,Bent,158.2677471,564
Colorado,Boulder,3176.680669,570
Colorado,Broomfield,1041.097356,577
Colorado,Chaffee,49.77473418,582
Colorado,Cheyenne,48.65411896,587
Colorado,Clear Creek,37.06119733,591
Colorado,Conejos,83.96630977,596
Colorado,Costilla,955.7317716,599
Colorado,Crowley,24.23887464,605
Colorado,Custer,33.22478882,610
Colorado,Delta,315.0120935,617
Colorado,Denver,12535.44413,628
Colorado,Dolores,75.99999953,636
Colorado,Douglas,2238.933704,644
Colorado,Eagle,1174.862039,648
Colorado,Elbert,196.3002475,655
Colorado,El Paso,16444.30318,661
Colorado,Fremont,610.1087198,664
Colorado,Garfield,1583.526817,667
Colorado,Gilpin,0,672
Colorado,Grand,15.33125452,677
Colorado,Gunnison,50.57846318,682
Colorado,Hinsdale,3.09286408,688
Colorado,Huerfano,188.7195195,693
Colorado,Jackson,21.41375933,701
Colorado,Jefferson,6158.775237,706
Colorado,Kiowa,41.00000048,711
Colorado,Kit Carson,48.71847506,716
Colorado,Lake,349.8292217,721
Colorado,La Plata,365.2356317,727
Colorado,Larimer,3015.775969,734
Colorado,Las Animas,671.7105823,741
Colorado,Lincoln,73.00544439,747
Colorado,Logan,185.9857059,749
Colorado,Mesa,3580.260447,751
Colorado,Mineral,2.327996841,757
Colorado,Moffat,205.3296705,758
Colorado,Montezuma,196.5925067,766
Colorado,Montrose,1507.640693,769
Colorado,Morgan,651.0399475,775
Colorado,Otero,1087.499108,777
Colorado,Ouray,3.853948881,780
Colorado,Park,263.7159482,782
Colorado,Phillips,2.471315705,785
Colorado,Pitkin,46.82409072,789
Colorado,Prowers,522.113591,792
Colorado,Pueblo,9123.646776,795
Colorado,Rio Blanco,17.91187582,799
Colorado,Rio Grande,76.72904612,802
Colorado,Routt,197.2656844,809
Colorado,Saguache,73.29047367,811
Colorado,San Juan,41.75059082,347
Colorado,San Miguel,16.44196802,359
Colorado,Sedgwick,29.00000045,366
Colorado,Summit,506.7913384,373
Colorado,Teller,100.1229505,375
Colorado,Washington,121.7718522,377
Colorado,Weld,5319.319519,382
Colorado,Yuma,137.8737536,385
Connecticut,Fairfield,8451.469827,410
Connecticut,Hartford,9941.12965,432
Connecticut,Litchfield,878.5271903,443
Connecticut,Middlesex,1638.37601,450
Connecticut,New Haven,10080.6904,466
Connecticut,New London,6359.338451,517
Connecticut,Tolland,1935.854522,524
Connecticut,Windham,1037.94049,529
Delaware,Kent,1375.533493,532
Delaware,New Castle,6357.660824,536
Delaware,Sussex,1638.614888,609
District of Columbia,District of Columbia,444.8510205,630
Florida,Alachua,1750.457728,639
Florida,Baker,183.604719,641
Florida,Bay,2415.59824,658
Florida,Bradford,32.05575496,665
Florida,Brevard,8999.233437,686
Florida,Broward,9111.025791,695
Florida,Calhoun,95.85538708,699
Florida,Charlotte,1772.421363,743
Florida,Citrus,1005.040088,843
Florida,Clay,2037.606864,852
Florida,Collier,6479.923786,894
Florida,Columbia,397.8926731,903
Florida,DeSoto,679.2338398,906
Florida,Dixie,4.612223472,918
Florida,Duval,10683.88942,924
Florida,Escambia,5010.875211,931
Florida,Flagler,1409.668564,935
Florida,Franklin,11.58806913,937
Florida,Gadsden,428.6096982,938
Florida,Gilchrist,0.723594552,939
Florida,Glades,492.9503763,940
Florida,Gulf,49.22431039,941
Florida,Hamilton,97.56710863,942
Florida,Hardee,1676.258497,943
Florida,Hendry,1798.274939,944
Florida,Hernando,2448.56698,945
Florida,Highlands,2468.451041,946
Florida,Hillsborough,23014.16138,947
Florida,Holmes,97.73607821,948
Florida,Indian River,1887.87913,949
Florida,Jackson,51.83148447,950
Florida,Jefferson,48.30326179,951
Florida,Lafayette,10.90608054,952
Florida,Lake,3910.369939,953
Florida,Lee,10388.80965,954
Florida,Leon,2535.573742,955
Florida,Levy,147.3625883,956
Florida,Liberty,61.43246047,957
Florida,Madison,93.79344774,958
Florida,Manatee,3591.903958,959
Florida,Marion,4050.057656,960
Florida,Martin,1329.873893,961
Florida,Miami-Dade,6084.722128,962
Florida,Monroe,554.2250393,963
Florida,Nassau,447.5138967,964
Florida,Okaloosa,3894.651918,965
Florida,Okeechobee,2874.88285,966
Florida,Orange,19453.54778,967
Florida,Osceola,8568.469656,968
Florida,Palm Beach,9792.090624,969
Florida,Pasco,4466.94149,970
Florida,Pinellas,4538.368971,971
Florida,Polk,14331.69957,972
Florida,Putnam,839.5968897,973
Florida,St. Johns,1030.514153,974
Florida,St. Lucie,5877.772054,975
Florida,Santa Rosa,2603.700316,976
Florida,Sarasota,2411.900767,977
Florida,Seminole,6336.262522,978
Florida,Sumter,191.5753931,979
Florida,Suwannee,419.0080809,980
Florida,Taylor,122.7395137,981
Florida,Union,47.62043378,982
Florida,Volusia,9144.37289,983
Florida,Wakulla,3.173569734,984
Florida,Walton,288.2085989,985
Florida,Washington,326.6263517,986
Georgia,Appling,198.139139,987
Georgia,Atkinson,298.1135791,988
Georgia,Bacon,110.790101,989
Georgia,Baker,86.33912814,990
Georgia,Baldwin,155.0169324,991
Georgia,Banks,170.5682613,992
Georgia,Barrow,525.2543892,993
Georgia,Bartow,2256.205431,994
Georgia,Ben Hill,327.1754185,995
Georgia,Berrien,136.9885526,996
Georgia,Bibb,1095.702557,997
Georgia,Bleckley,20.21498535,998
Georgia,Brantley,21.19070639,999
Georgia,Brooks,80.76963055,565
Georgia,Bryan,327.1616203,573
Georgia,Bulloch,154.6151652,579
Georgia,Burke,42.3007165,583
Georgia,Butts,27.71827349,588
Georgia,Calhoun,14.2360479,592
Georgia,Camden,1097.161333,603
Georgia,Candler,17.69278379,616
Georgia,Carroll,1731.210044,620
Georgia,Catoosa,563.824392,626
Georgia,Charlton,31.2156625,635
Georgia,Chatham,2504.205787,646
Georgia,Chattahoochee,965.5080993,656
Georgia,Chattooga,96.35281533,659
Georgia,Cherokee,3915.26133,662
Georgia,Clarke,3837.60717,666
Georgia,Clay,29.99573574,670
Georgia,Clayton,7614.446601,673
Georgia,Clinch,26.59918752,676
Georgia,Cobb,18566.47683,680
Georgia,Coffee,624.1822447,684
Georgia,Colquitt,897.1758176,689
Georgia,Columbia,852.6284482,692
Georgia,Cook,179.7116012,697
Georgia,Coweta,1722.31331,700
Georgia,Crawford,1.927066835,704
Georgia,Crisp,86.33916873,707
Georgia,Dade,9.194106184,708
Georgia,Dawson,2.958026449,713
Georgia,Decatur,157.3801235,714
Georgia,DeKalb,5322.764968,718
Georgia,Dodge,12.32344532,720
Georgia,Dooly,0,724
Georgia,Dougherty,661.973673,728
Georgia,Douglas,3388.696574,731
Georgia,Early,29.78486014,735
Georgia,Echols,7.782667493,737
Georgia,Effingham,225.3661225,742
Georgia,Elbert,248.4469471,746
Georgia,Emanuel,182.1853074,750
Georgia,Evans,80.98417139,754
Georgia,Fannin,1.618770148,755
Georgia,Fayette,1957.574847,760
Georgia,Floyd,1226.273404,764
Georgia,Forsyth,2040.40818,768
Georgia,Franklin,10.8462165,772
Georgia,Fulton,8609.826009,779
Georgia,Gilmer,182.9790241,781
Georgia,Glascock,32.46909241,783
Georgia,Glynn,1285.347559,793
Georgia,Gordon,1375.778037,796
Georgia,Grady,200.8097011,797
Georgia,Greene,21.66452064,800
Georgia,Gwinnett,22144.94619,804
Georgia,Habersham,983.5987055,806
Georgia,Hall,7026.017168,808
Georgia,Hancock,13.01439177,810
Georgia,Haralson,15.26596744,813
Georgia,Harris,0.799419358,814
Georgia,Hart,94.05124304,816
Georgia,Heard,17.40079936,817
Georgia,Henry,3147.696291,820
Georgia,Houston,2690.023533,823
Georgia,Irwin,9.975434057,825
Georgia,Jackson,213.2953843,828
Georgia,Jasper,189.2370955,830
Georgia,Jeff Davis,103.8603218,832
Georgia,Jefferson,1.782274196,834
Georgia,Jenkins,11.64514248,835
Georgia,Johnson,18.2084159,837
Georgia,Jones,48.8022129,839
Georgia,Lamar,15.85396079,841
Georgia,Lanier,25.61757805,845
Georgia,Laurens,100.5073992,847
Georgia,Lee,84.59252084,849
Georgia,Liberty,2255.294646,855
Georgia,Lincoln,4.53397628,857
Georgia,Long,85.02954926,860
Georgia,Lowndes,1082.061487,863
Georgia,Lumpkin,37.88048445,865
Georgia,McDuffie,42.06807179,868
Georgia,McIntosh,26.77461029,871
Georgia,Macon,24.78601746,874
Georgia,Madison,30.19105423,875
Georgia,Marion,0,877
Georgia,Meriwether,25.44698813,879
Georgia,Miller,1.571801492,881
Georgia,Mitchell,41.94438734,883
Georgia,Monroe,30.0853309,885
Georgia,Montgomery,43.9584203,887
Georgia,Morgan,63.37247699,890
Georgia,Murray,711.9878995,892
Georgia,Muscogee,2991.72318,896
Georgia,Newton,1216.482582,899
Georgia,Oconee,323.8493269,901
Georgia,Oglethorpe,25.50798215,905
Georgia,Paulding,1555.225299,908
Georgia,Peach,212.064994,910
Georgia,Pickens,49.38377958,912
Georgia,Pierce,91.44211467,915
Georgia,Pike,0,7
Georgia,Polk,415.5704166,8
Georgia,Pulaski,25.80109598,11
Georgia,Putnam,21.33472131,13
Georgia,Quitman,8.100073362,16
Georgia,Rabun,0,18
Georgia,Randolph,19.66111546,23
Georgia,Richmond,3523.814109,24
Georgia,Rockdale,2612.994964,28
Georgia,Schley,1.118163262,31
Georgia,Screven,49.6814816,34
Georgia,Seminole,8.048824907,38
Georgia,Spalding,281.0388799,41
Georgia,Stephens,117.6389324,45
Georgia,Stewart,11.37842784,48
Georgia,Sumter,170.7447789,52
Georgia,Talbot,10.76309844,57
Georgia,Taliaferro,31.39546413,60
Georgia,Tattnall,39.42204473,63
Georgia,Taylor,2.847088724,69
Georgia,Telfair,19.44352308,75
Georgia,Terrell,8.408802703,78
Georgia,Thomas,421.5448488,83
Georgia,Tift,144.9958143,87
Georgia,Toombs,448.1056344,91
Georgia,Towns,0,95
Georgia,Treutlen,4.181969154,102
Georgia,Troup,323.0662485,105
Georgia,Turner,5.037146017,108
Georgia,Twiggs,1.769422894,116
Georgia,Union,5.535703462,120
Georgia,Upson,201.1900159,123
Georgia,Walker,488.081904,126
Georgia,Walton,455.4414827,127
Georgia,Ware,438.9012961,132
Georgia,Warren,0,135
Georgia,Washington,73.89356319,143
Georgia,Wayne,352.1916439,147
Georgia,Webster,0.232218966,149
Georgia,Wheeler,6.914804848,154
Georgia,White,,157
Georgia,Whitfield,4510.291269,159
Georgia,Wilcox,0.059035076,163
Georgia,Wilkes,81.20929377,167
Georgia,Wilkinson,66.91074102,169
Georgia,Worth,21.26445555,173
Hawaii,Hawaii,21882.66172,198
Hawaii,Honolulu,57904.78119,234
Hawaii,Kalawao,0,247
Hawaii,Kauai,7515.085077,261
Hawaii,Maui,11457.36093,323
Idaho,Ada,2642.127962,336
Idaho,Adams,11.15652498,338
Idaho,Bannock,938.1641942,343
Idaho,Bear Lake,46.48422624,349
Idaho,Benewah,101.1638673,354
Idaho,Bingham,1053.043167,362
Idaho,Blaine,1297.107452,371
Idaho,Boise,137.9257677,380
Idaho,Bonner,202.9948643,387
Idaho,Bonneville,1955.296744,395
Idaho,Boundary,35.86415926,405
Idaho,Butte,31.99999974,414
Idaho,Camas,56.00000014,429
Idaho,Canyon,4712.823321,441
Idaho,Caribou,137.5674432,449
Idaho,Cassia,919.0450116,456
Idaho,Clark,249.0000048,464
Idaho,Clearwater,44.4244476,474
Idaho,Custer,29.29442029,484
Idaho,Elmore,789.5313179,490
Idaho,Franklin,30.38159012,498
Idaho,Fremont,170.667228,502
Idaho,Gem,211.086934,510
Idaho,Gooding,40.01258643,519
Idaho,Idaho,138.8075682,528
Idaho,Jefferson,492.2156017,540
Idaho,Jerome,838.006733,547
Idaho,Kootenai,947.2305305,552
Idaho,Latah,127.7354337,559
Idaho,Lemhi,99.33181754,566
Idaho,Lewis,36.14936958,574
Idaho,Lincoln,932.8508153,578
Idaho,Madison,303.3456542,581
Idaho,Minidoka,756.9426768,585
Idaho,Nez Perce,155.9771929,589
Idaho,Oneida,11.96075356,593
Idaho,Owyhee,308.5071413,601
Idaho,Payette,547.8910133,606
Idaho,Power,134.1121118,613
Idaho,Shoshone,32.42876991,621
Idaho,Teton,144.6704385,627
Idaho,Twin Falls,547.9692797,634
Idaho,Valley,46.66953746,643
Idaho,Washington,83.34609055,649
Illinois,Adams,116.5073328,650
Illinois,Alexander,59.45991085,651
Illinois,Bond,27.10936629,652
Illinois,Boone,1027.583368,653
Illinois,Brown,214.8584908,654
Illinois,Bureau,198.3142952,2
Illinois,Calhoun,1,4
Illinois,Carroll,44.68562,6
Illinois,Cass,15.71418668,10
Illinois,Champaign,1626.219617,12
Illinois,Christian,73.31745617,14
Illinois,Clark,17.66813056,19
Illinois,Clay,24.53019719,22
Illinois,Clinton,268.7235374,27
Illinois,Coles,181.7430852,30
Illinois,Cook,22562.51121,36
Illinois,Crawford,116.4623394,40
Illinois,Cumberland,,44
Illinois,DeKalb,1769.905895,49
Illinois,De Witt,17.77960559,53
Illinois,Douglas,16.91867658,55
Illinois,DuPage,13818.3792,64
Illinois,Edgar,52.83822967,66
Illinois,Edwards,19.9476765,71
Illinois,Effingham,58.5662827,76
Illinois,Fayette,85.62048612,79
Illinois,Ford,37.62554984,81
Illinois,Franklin,39.11032654,85
Illinois,Fulton,71.01975343,89
Illinois,Gallatin,77.26417891,92
Illinois,Greene,18.70145307,96
Illinois,Grundy,346.7086806,99
Illinois,Hamilton,13.90746607,106
Illinois,Hancock,69.01959912,111
Illinois,Hardin,4.961238485,113
Illinois,Henderson,0.999999966,117
Illinois,Henry,254.3185991,121
Illinois,Iroquois,425.2270627,125
Illinois,Jackson,526.0567899,129
Illinois,Jasper,15.07869657,133
Illinois,Jefferson,232.3226321,137
Illinois,Jersey,59.62795366,142
Illinois,Jo Daviess,109.4436477,145
Illinois,Johnson,149.8988812,152
Illinois,Kane,8950.885259,156
Illinois,Kankakee,886.9917848,161
Illinois,Kendall,1130.847175,165
Illinois,Knox,498.5540026,166
Illinois,Lake,15424.07019,170
Illinois,LaSalle,857.2490519,175
Illinois,Lawrence,32.9383672,177
Illinois,Lee,157.4359222,180
Illinois,Livingston,45.30550646,182
Illinois,Logan,361.1228168,186
Illinois,McDonough,96.41909194,189
Illinois,McHenry,7281.580725,192
Illinois,McLean,2163.667777,193
Illinois,Macon,619.5786347,194
Illinois,Macoupin,75.94988009,196
Illinois,Madison,2933.055549,199
Illinois,Marion,211.0756392,201
Illinois,Marshall,29.99999982,202
Illinois,Mason,62.19468034,206
Illinois,Massac,38.15317102,208
Illinois,Menard,1.950566975,212
Illinois,Mercer,27.93096934,216
Illinois,Monroe,103.468608,219
Illinois,Montgomery,115.8562692,223
Illinois,Morgan,272.5007236,225
Illinois,Moultrie,3.859031911,227
Illinois,Ogle,760.5671731,229
Illinois,Peoria,1640.187191,233
Illinois,Perry,143.0104337,235
Illinois,Piatt,11.12688023,238
Illinois,Pike,18.37099177,241
Illinois,Pope,17.82435597,245
Illinois,Pulaski,40.9624139,248
Illinois,Putnam,8.999999808,253
Illinois,Randolph,113.1688022,255
Illinois,Richland,7.257100363,259
Illinois,Rock Island,2253.913439,265
Illinois,St. Clair,3480.610824,269
Illinois,Saline,217.6363725,271
Illinois,Sangamon,867.6515773,274
Illinois,Schuyler,13.74387339,278
Illinois,Scott,1.000000045,280
Illinois,Shelby,39.84274158,283
Illinois,Stark,33.27757845,285
Illinois,Stephenson,99.83058741,290
Illinois,Tazewell,1136.419081,291
Illinois,Union,45.13789085,293
Illinois,Vermilion,376.7536357,296
Illinois,Wabash,23.92257102,299
Illinois,Warren,94.32511566,301
Illinois,Washington,14.40568391,305
Illinois,Wayne,32.71472927,310
Illinois,White,53.29710403,312
Illinois,Whiteside,531.6380576,314
Illinois,Will,14089.23097,320
Illinois,Williamson,249.6815424,324
Illinois,Winnebago,4163.50621,325
Illinois,Woodford,64.20695639,328
Indiana,Adams,82.07754641,330
Indiana,Allen,5075.743629,335
Indiana,Bartholomew,1237.049355,342
Indiana,Benton,5.999999991,179
Indiana,Blackford,7.001996562,183
Indiana,Boone,145.18641,185
Indiana,Brown,7.148095922,188
Indiana,Carroll,60.9163872,195
Indiana,Cass,82.9564283,211
Indiana,Clark,1149.068615,215
Indiana,Clay,12.49050578,221
Indiana,Clinton,54.30777703,226
Indiana,Crawford,16.64617949,232
Indiana,Daviess,429.4537828,239
Indiana,Dearborn,244.6550772,242
Indiana,Decatur,47.9658746,246
Indiana,DeKalb,207.858612,249
Indiana,Delaware,671.2613407,252
Indiana,Dubois,22.03690367,254
Indiana,Elkhart,3701.209536,260
Indiana,Fayette,79.21767384,263
Indiana,Floyd,603.9552962,267
Indiana,Fountain,47.49832468,270
Indiana,Franklin,35.36632829,272
Indiana,Fulton,47.44743804,276
Indiana,Gibson,28.99678198,286
Indiana,Grant,447.0192792,297
Indiana,Greene,44.00268113,309
Indiana,Hamilton,2292.886021,321
Indiana,Hancock,321.9431005,329
Indiana,Harrison,43.9919634,334
Indiana,Hendricks,827.7926993,341
Indiana,Henry,19.63068657,344
Indiana,Howard,667.2616501,348
Indiana,Huntington,143.6442908,352
Indiana,Jackson,219.7478086,355
Indiana,Jasper,162.9769571,356
Indiana,Jay,92.26518925,358
Indiana,Jefferson,160.2063986,363
Indiana,Jennings,250.870813,367
Indiana,Johnson,827.4866913,370
Indiana,Knox,125.2703149,376
Indiana,Kosciusko,1026.087202,384
Indiana,LaGrange,2.569186079,386
Indiana,Lake,8595.760888,389
Indiana,LaPorte,1442.61232,392
Indiana,Lawrence,53.035607,396
Indiana,Madison,1143.685541,401
Indiana,Marion,16257.41599,409
Indiana,Marshall,299.1913652,412
Indiana,Martin,4.706614826,418
Indiana,Miami,236.1635444,420
Indiana,Monroe,639.296764,422
Indiana,Montgomery,169.2821814,425
Indiana,Morgan,124.1575664,430
Indiana,Newton,45.64430292,433
Indiana,Noble,214.3678322,436
Indiana,Ohio,,440
Indiana,Orange,74.48720601,444
Indiana,Owen,3.345086024,448
Indiana,Parke,17.85283794,452
Indiana,Perry,62.2705171,459
Indiana,Pike,13.82452375,465
Indiana,Porter,2302.684643,468
Indiana,Posey,61.50576819,471
Indiana,Pulaski,8.65636849,477
Indiana,Putnam,23.17451664,480
Indiana,Randolph,162.7755629,485
Indiana,Ripley,9.723427646,488
Indiana,Rush,7.015166837,493
Indiana,St. Joseph,3961.377632,496
Indiana,Scott,16.11769057,504
Indiana,Shelby,244.4183373,506
Indiana,Spencer,0,509
Indiana,Starke,35.49766738,512
Indiana,Steuben,197.8993531,515
Indiana,Sullivan,19.87892271,518
Indiana,Switzerland,8.99999988,526
Indiana,Tippecanoe,1638.053014,530
Indiana,Tipton,27.14615042,534
Indiana,Union,,538
Indiana,Vanderburgh,625.2872222,543
Indiana,Vermillion,21.00296144,548
Indiana,Vigo,938.765635,553
Indiana,Wabash,87.09596107,555
Indiana,Warren,8.11243761,567
Indiana,Warrick,363.9673662,575
