state,declarationDate,incidentType,designatedArea
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Floyd (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Fluvanna (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Franklin (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Frederick (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Giles (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Goochland (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Grayson (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Greene (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Greensville (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Halifax (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Hanover (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Henrico (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Henry (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Isle of Wight (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),James City (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),King and Queen (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Highland (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),King George (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Lancaster (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),King William (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Lee (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Loudoun (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Louisa (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Lunenburg (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Madison (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Mecklenburg (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Middlesex (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Montgomery (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),New Kent (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Nelson (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Northampton (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Nottoway (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Orange (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Page (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Patrick (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Pittsylvania (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Powhatan (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Prince Edward (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Prince George (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Northumberland (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Prince William (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Rappahannock (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Pulaski (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Richmond (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Roanoke (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Rockbridge (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Scott (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Russell (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Shenandoah (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Rockingham (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Smyth (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Southampton (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Spotsylvania (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Stafford (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Sussex (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Warren (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Surry (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Washington (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Westmoreland (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Wythe (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Wise (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),York (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Tazewell (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Alexandria
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Colonial Heights
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Danville
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Emporia
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Fairfax
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Manassas
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Newport News
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Petersburg
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Fredericksburg
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Hopewell
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Franklin
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Richmond
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Suffolk
WV,2000-02-28T15:00:00.000Z,Flood,Barbour (County)
WV,2000-02-28T15:00:00.000Z,Flood,Braxton (County)
WV,2000-02-28T15:00:00.000Z,Flood,Cabell (County)
WV,2000-02-28T15:00:00.000Z,Flood,Pocahontas (County)
VA,2000-02-28T14:20:00.000Z,Severe Storm(s),Williamsburg
WV,2000-02-28T15:00:00.000Z,Flood,Calhoun (County)
WV,2000-02-28T15:00:00.000Z,Flood,Doddridge (County)
WV,2000-02-28T15:00:00.000Z,Flood,Gilmer (County)
WV,2000-02-28T15:00:00.000Z,Flood,Jackson (County)
WV,2000-02-28T15:00:00.000Z,Flood,Harrison (County)
WV,2000-02-28T15:00:00.000Z,Flood,Kanawha (County)
WV,2000-02-28T15:00:00.000Z,Flood,Lincoln (County)
WV,2000-02-28T15:00:00.000Z,Flood,Marion (County)
WV,2000-02-28T15:00:00.000Z,Flood,Monongalia (County)
WV,2000-02-28T15:00:00.000Z,Flood,Mason (County)
WV,2000-02-28T15:00:00.000Z,Flood,Preston (County)
WV,2000-02-28T15:00:00.000Z,Flood,Putnam (County)
WV,2000-02-28T15:00:00.000Z,Flood,Randolph (County)
WV,2000-02-28T15:00:00.000Z,Flood,Ritchie (County)
WV,2000-02-28T15:00:00.000Z,Flood,Lewis (County)
WV,2000-02-28T15:00:00.000Z,Flood,Roane (County)
WV,2000-02-28T15:00:00.000Z,Flood,Taylor (County)
WV,2000-02-28T15:00:00.000Z,Flood,Tyler (County)
WV,2000-02-28T15:00:00.000Z,Flood,Wirt (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Bourbon (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Harrison (County)
WV,2000-02-28T15:00:00.000Z,Flood,Upshur (County)
WV,2000-02-28T15:00:00.000Z,Flood,Tucker (County)
WV,2000-02-28T15:00:00.000Z,Flood,Wetzel (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Johnson (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Lawrence (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Oldham (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Bath (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Mason (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Pendleton (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Boyd (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Carter (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Robertson (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Fleming (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Greenup (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Lewis (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Nicholas (County)
KY,2000-02-28T17:30:00.000Z,Severe Storm(s),Rowan (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Adams (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Gallia (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Jackson (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Lawrence (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Meigs (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Scioto (County)
OH,2000-03-07T14:45:00.000Z,Severe Storm(s),Pike (County)
AL,2000-03-17T16:00:00.000Z,Severe Storm(s),Jefferson (County)
AL,2000-03-17T16:00:00.000Z,Severe Storm(s),Tuscaloosa (County)
TX,2000-04-07T13:45:00.000Z,Tornado,Tarrant (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Anne Arundel (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Baltimore (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Calvert (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Caroline (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Charles (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Howard (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Kent (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Montgomery (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Dorchester (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Frederick (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),St. Mary's (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Talbot (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Baltimore
DC,2000-04-10T16:50:00.000Z,Severe Storm(s),District of Columbia (County-equivalent)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Prince George's (County)
MD,2000-04-10T16:50:00.000Z,Severe Storm(s),Queen Anne's (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Aroostook (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Franklin (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Kennebec (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Oxford (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Piscataquis (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Androscoggin (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Somerset (County)
ME,2000-04-28T15:45:00.000Z,Severe Storm(s),Washington (County)
KS,2000-05-03T15:55:00.000Z,Severe Storm(s),Crawford (County)
KS,2000-05-03T15:55:00.000Z,Severe Storm(s),Labette (County)
KS,2000-05-03T15:55:00.000Z,Severe Storm(s),Neosho (County)
MO,2000-05-12T20:00:00.000Z,Flood,St. Charles (County)
MO,2000-05-12T20:00:00.000Z,Flood,Ste. Genevieve (County)
MO,2000-05-12T20:00:00.000Z,Flood,St. Francois (County)
MO,2000-05-12T20:00:00.000Z,Flood,Crawford (County)
MO,2000-05-12T20:00:00.000Z,Flood,St. Louis (County)
MO,2000-05-12T20:00:00.000Z,Flood,Warren (County)
MO,2000-05-12T20:00:00.000Z,Flood,Washington (County)
MO,2000-05-12T20:00:00.000Z,Flood,Franklin (County)
MO,2000-05-12T20:00:00.000Z,Flood,Gasconade (County)
MO,2000-05-12T20:00:00.000Z,Flood,Jefferson (County)
NM,2000-05-13T19:00:00.000Z,Fire,Chaves (County)
NM,2000-05-13T19:00:00.000Z,Fire,DeBaca (County)
NM,2000-05-13T19:00:00.000Z,Fire,Dona Ana (County)
NM,2000-05-13T19:00:00.000Z,Fire,Eddy (County)
NM,2000-05-13T19:00:00.000Z,Fire,Guadalupe (County)
NM,2000-05-13T19:00:00.000Z,Fire,Lincoln (County)
NM,2000-05-13T19:00:00.000Z,Fire,Sierra (County)
NM,2000-05-13T19:00:00.000Z,Fire,Bernalillo (County)
NM,2000-05-13T19:00:00.000Z,Fire,Cibola (County)
NM,2000-05-13T19:00:00.000Z,Fire,McKinley (County)
NM,2000-05-13T19:00:00.000Z,Fire,Mora (County)
NM,2000-05-13T19:00:00.000Z,Fire,Rio Arriba (County)
NM,2000-05-13T19:00:00.000Z,Fire,Sandoval (County)
NM,2000-05-13T19:00:00.000Z,Fire,Socorro (County)
NM,2000-05-13T19:00:00.000Z,Fire,San Juan (County)
NM,2000-05-13T19:00:00.000Z,Fire,San Miguel (County)
NM,2000-05-13T19:00:00.000Z,Fire,Santa Fe (County)
NM,2000-05-13T19:00:00.000Z,Fire,Taos (County)
NM,2000-05-13T19:00:00.000Z,Fire,Torrance (County)
NM,2000-05-13T19:00:00.000Z,Fire,Otero (County)
SD,2000-05-19T16:45:00.000Z,Severe Storm(s),Custer (County)
